track,artist,album,popularity_score,track_id,track_uri,spotify_link,preview,album_image_large,album_image_small,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Come Thru,AC Slater,Come Thru,40,29ZgpeiwxcaMB6SFj4k07t,spotify:track:29ZgpeiwxcaMB6SFj4k07t,https://open.spotify.com/track/29ZgpeiwxcaMB6SFj4k07t,https://p.scdn.co/mp3-preview/941e6cb30d3c5a46c214c7efbe2741c60772b4e1?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0257614b33e2cbbb57c870b91d,https://i.scdn.co/image/ab67616d0000485157614b33e2cbbb57c870b91d,0.802,0.979,11,-4.757,0,0.0514,0.00516,0.0883,0.222,0.952,127.988,250000,4
All Night Long (All Night) - Single Version,Lionel Richie,The Definitive Collection,65,2Wb9ejnmy27DUTUe9YF5Ew,spotify:track:2Wb9ejnmy27DUTUe9YF5Ew,https://open.spotify.com/track/2Wb9ejnmy27DUTUe9YF5Ew,https://p.scdn.co/mp3-preview/aa14c5adaaf097bbab6a86ef7b69642355692ebe?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e022e6e2b77b5dd9d3b54415138,https://i.scdn.co/image/ab67616d000048512e6e2b77b5dd9d3b54415138,0.739,0.576,1,-12.024,1,0.0472,0.122,0.00206,0.0482,0.78,108.81,260427,4
My Dawg,21 Savage,SAVAGE MODE II,71,42Tohunwlh34o0mgxYx5iq,spotify:track:42Tohunwlh34o0mgxYx5iq,https://open.spotify.com/track/42Tohunwlh34o0mgxYx5iq,https://p.scdn.co/mp3-preview/8d2a4268019d669672ed5c5388866473ebf80057?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02aa57907bf0cb2ca0c8cc74bc,https://i.scdn.co/image/ab67616d00004851aa57907bf0cb2ca0c8cc74bc,0.831,0.532,0,-5.319,0,0.301,0.0652,0.0,0.464,0.364,140.105,181716,4
Intro,21 Savage,SAVAGE MODE II,63,5UpXJ75CXod4PCoBQP6MAP,spotify:track:5UpXJ75CXod4PCoBQP6MAP,https://open.spotify.com/track/5UpXJ75CXod4PCoBQP6MAP,https://p.scdn.co/mp3-preview/770f229f97657c08aa8cab11026e3336fb34b7bf?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02aa57907bf0cb2ca0c8cc74bc,https://i.scdn.co/image/ab67616d00004851aa57907bf0cb2ca0c8cc74bc,0.427,0.473,1,-11.104,1,0.15,0.312,0.369,0.527,0.654,80.972,70044,3
D4L,Future,Dark Lane Demo Tapes,69,5fHrHoJKfCgBd35zwIBmUK,spotify:track:5fHrHoJKfCgBd35zwIBmUK,https://open.spotify.com/track/5fHrHoJKfCgBd35zwIBmUK,https://p.scdn.co/mp3-preview/e41623ee40c32b9db5717db464fb1536a108d43e?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02bba7cfaf7c59ff0898acba1f,https://i.scdn.co/image/ab67616d00004851bba7cfaf7c59ff0898acba1f,0.718,0.706,1,-5.709,1,0.06,0.0128,0.0,0.352,0.815,170.004,189176,4
JustYourSoul - Tchami Remix,Valentino Khan,JustYourSoul (Tchami Remix),49,5NJi42d7VDo8KPVksb7dS8,spotify:track:5NJi42d7VDo8KPVksb7dS8,https://open.spotify.com/track/5NJi42d7VDo8KPVksb7dS8,https://p.scdn.co/mp3-preview/0e0d04446e964e90f1ac2ae30f203fb3829d4357?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02e7d80a8e94480152c4f4b106,https://i.scdn.co/image/ab67616d00004851e7d80a8e94480152c4f4b106,0.749,0.846,2,-3.441,1,0.0932,0.00403,0.00525,0.0382,0.532,124.935,234241,4
Skank N Flex (w/ Scrufizzer),Wax Motif,Skank N Flex (w/ Scrufizzer),54,5bZ5HXF6yBsCdL6YQIrcY5,spotify:track:5bZ5HXF6yBsCdL6YQIrcY5,https://open.spotify.com/track/5bZ5HXF6yBsCdL6YQIrcY5,https://p.scdn.co/mp3-preview/7514b4fabd4290f750c2f6c77eb0a67f57ba9db0?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e026de5d4a8d278501f62768363,https://i.scdn.co/image/ab67616d000048516de5d4a8d278501f62768363,0.968,0.87,9,-4.805,1,0.123,0.00416,0.00628,0.0789,0.567,130.052,200742,4
Oh Girl,The Chi-Lites,The Ultimate Chi-Lites,45,5tcR6nVpY1JRDyDcK0K60f,spotify:track:5tcR6nVpY1JRDyDcK0K60f,https://open.spotify.com/track/5tcR6nVpY1JRDyDcK0K60f,https://p.scdn.co/mp3-preview/3728c02e485e95a15434aa02b470475d2c990852?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0254e863427f6d665cf3713d6e,https://i.scdn.co/image/ab67616d0000485154e863427f6d665cf3713d6e,0.422,0.486,0,-9.866,0,0.0282,0.296,0.0,0.108,0.53,134.587,217520,4
Runaway,Kanye West,My Beautiful Dark Twisted Fantasy,75,3DK6m7It6Pw857FcQftMds,spotify:track:3DK6m7It6Pw857FcQftMds,https://open.spotify.com/track/3DK6m7It6Pw857FcQftMds,https://p.scdn.co/mp3-preview/3b9daa4ad7b5d0b59cd84858823fec284bf16413?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02d9194aa18fa4c9362b47464f,https://i.scdn.co/image/ab67616d00004851d9194aa18fa4c9362b47464f,0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733,547733,4
Stan,Eminem,The Marshall Mathers LP,80,3UmaczJpikHgJFyBTAJVoz,spotify:track:3UmaczJpikHgJFyBTAJVoz,https://open.spotify.com/track/3UmaczJpikHgJFyBTAJVoz,https://p.scdn.co/mp3-preview/bf13d42615a883ac55907ff694c267b2494a2376?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02dbb3dd82da45b7d7f31b1b42,https://i.scdn.co/image/ab67616d00004851dbb3dd82da45b7d7f31b1b42,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,404107,4
"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",Future,"Life Is Good (feat. Drake, DaBaby & Lil Baby) [Remix]",68,4iiWcajF1fEUpwcUewc464,spotify:track:4iiWcajF1fEUpwcUewc464,https://open.spotify.com/track/4iiWcajF1fEUpwcUewc464,https://p.scdn.co/mp3-preview/0ec243b93a219d369ed34082eccf1146edc2f50c?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e024df9c60aa74fb72c1e07fd1d,https://i.scdn.co/image/ab67616d000048514df9c60aa74fb72c1e07fd1d,0.81,0.566,5,-8.33,1,0.433,0.107,0.0,0.122,0.582,142.069,315346,4
Nights,Frank Ocean,Blonde,80,7eqoqGkKwgOaWNNHx90uEZ,spotify:track:7eqoqGkKwgOaWNNHx90uEZ,https://open.spotify.com/track/7eqoqGkKwgOaWNNHx90uEZ,https://p.scdn.co/mp3-preview/43abb77afc35b8eced064a1b062921a13f5c7b15?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02c5649add07ed3720be9d5526,https://i.scdn.co/image/ab67616d00004851c5649add07ed3720be9d5526,0.466,0.548,5,-9.362,0,0.118,0.42,1.01e-06,0.113,0.423,89.815,307151,4
Alone,Petit Biscuit,Alone,58,4p1NHiFP4PfV7eW1183Ej9,spotify:track:4p1NHiFP4PfV7eW1183Ej9,https://open.spotify.com/track/4p1NHiFP4PfV7eW1183Ej9,https://p.scdn.co/mp3-preview/70a722cf16dfecfda5235acd78763d78e113ede7?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02c707141cbbae2c00bbc1a4dd,https://i.scdn.co/image/ab67616d00004851c707141cbbae2c00bbc1a4dd,0.772,0.745,11,-10.194,1,0.0405,0.595,0.87,0.117,0.166,116.014,273162,4
Holy Water - Steff da Campo Remix,Galantis,Holy Water (Steff da Campo Remix),37,5L4qcZ6V7PeC1m3iGi6Ddz,spotify:track:5L4qcZ6V7PeC1m3iGi6Ddz,https://open.spotify.com/track/5L4qcZ6V7PeC1m3iGi6Ddz,https://p.scdn.co/mp3-preview/d165a4447e857f6d7784fab6ed05c63ad55c8a2e?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0205abd6c7edf472e096b04fc8,https://i.scdn.co/image/ab67616d0000485105abd6c7edf472e096b04fc8,0.702,0.859,1,-5.579,1,0.0554,0.028,0.103,0.107,0.38,126.04,190481,4
Patience,"Nas & Damian ""Jr. Gong"" Marley",Distant Relatives,49,5ZdVYZaMffiDf1plaJ2Jib,spotify:track:5ZdVYZaMffiDf1plaJ2Jib,https://open.spotify.com/track/5ZdVYZaMffiDf1plaJ2Jib,https://p.scdn.co/mp3-preview/7472cf79b46cd9a70f333f7aacd03eda976c7537?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e026464d88f4a4cc33bac40030f,https://i.scdn.co/image/ab67616d000048516464d88f4a4cc33bac40030f,0.794,0.636,4,-8.093,0,0.0416,0.206,0.0179,0.0805,0.304,124.214,345093,4
lovers’ carvings,Bibio,Ambivalence Avenue,59,3JeT6Xcv6MlEHHylk8SKQ1,spotify:track:3JeT6Xcv6MlEHHylk8SKQ1,https://open.spotify.com/track/3JeT6Xcv6MlEHHylk8SKQ1,https://p.scdn.co/mp3-preview/428e10faeb50ab3605c7d6c6c971e6fc768f1876?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e020041c0e94bc40e081cec1fb7,https://i.scdn.co/image/ab67616d000048510041c0e94bc40e081cec1fb7,0.558,0.47,7,-5.5,1,0.0316,0.68,0.914,0.532,0.427,118.06,238640,4
Little Dark Age,MGMT,Little Dark Age,83,2Y0iGXY6m6immVb2ktbseM,spotify:track:2Y0iGXY6m6immVb2ktbseM,https://open.spotify.com/track/2Y0iGXY6m6immVb2ktbseM,https://p.scdn.co/mp3-preview/624494f31c4716d324a7d56f027e737254fb30e7?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02b47d309281c66820b7137f5d,https://i.scdn.co/image/ab67616d00004851b47d309281c66820b7137f5d,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,299960,4
Music Sounds Better with You,NEIL FRANCES,Music Sounds Better with You,71,24nL5EXPrdodyCdxXoRRBZ,spotify:track:24nL5EXPrdodyCdxXoRRBZ,https://open.spotify.com/track/24nL5EXPrdodyCdxXoRRBZ,https://p.scdn.co/mp3-preview/188c206e0620845cc26518920c410d934b6e9758?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e024c1939457cdc2b3344935bff,https://i.scdn.co/image/ab67616d000048514c1939457cdc2b3344935bff,0.935,0.526,8,-8.256,0,0.0645,0.275,0.238,0.0673,0.778,118.009,198305,4
Guillotine (From “True to the Game 2” Original Motion Picture Soundtrack),Wheezy,Guillotine (From “True to the Game 2” Original Motion Picture Soundtrack),45,3kfKrrqwD3j4Mx7mZ2hje0,spotify:track:3kfKrrqwD3j4Mx7mZ2hje0,https://open.spotify.com/track/3kfKrrqwD3j4Mx7mZ2hje0,https://p.scdn.co/mp3-preview/621bc8b43b14e143e58912f13b683f1b70bde8b7?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e022687b9bc65cb0e26a6337980,https://i.scdn.co/image/ab67616d000048512687b9bc65cb0e26a6337980,0.841,0.614,6,-5.693,0,0.12,0.0442,0.0,0.112,0.755,119.984,192200,4
Beautiful Trip,Kid Cudi,Man On The Moon III: The Chosen,76,4IIuCotvqijraSdnVLaFnM,spotify:track:4IIuCotvqijraSdnVLaFnM,https://open.spotify.com/track/4IIuCotvqijraSdnVLaFnM,https://p.scdn.co/mp3-preview/05edcc06fc085a58a9faefd434d1c400aa79e6fb?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e026f43a625b608f7177caa18c9,https://i.scdn.co/image/ab67616d000048516f43a625b608f7177caa18c9,0.331,0.513,11,-15.392,0,0.632,0.972,0.953,0.882,0.42,133.971,37013,4
She Knows This,Kid Cudi,Man On The Moon III: The Chosen,82,1xzUQMiCoY5pdego0pHMeV,spotify:track:1xzUQMiCoY5pdego0pHMeV,https://open.spotify.com/track/1xzUQMiCoY5pdego0pHMeV,https://p.scdn.co/mp3-preview/29dc43127abc4fdee4392c5a806707773b0ac67f?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e026f43a625b608f7177caa18c9,https://i.scdn.co/image/ab67616d000048516f43a625b608f7177caa18c9,0.39,0.724,6,-7.607,0,0.0889,0.162,0.0,0.393,0.312,165.945,216560,4
Dive,Kid Cudi,Man On The Moon III: The Chosen,79,7Hc3YL8oDiAzbiAW32KXrw,spotify:track:7Hc3YL8oDiAzbiAW32KXrw,https://open.spotify.com/track/7Hc3YL8oDiAzbiAW32KXrw,https://p.scdn.co/mp3-preview/89e0c1d79d7d17f4107ea2eb8999f8a3ac6e4745?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e026f43a625b608f7177caa18c9,https://i.scdn.co/image/ab67616d000048516f43a625b608f7177caa18c9,0.64,0.621,9,-8.269,0,0.0679,0.67,0.0,0.36,0.332,123.105,148707,4
Damaged,Kid Cudi,Man On The Moon III: The Chosen,78,2n7Ao4nyESBa5ti8gcAbBt,spotify:track:2n7Ao4nyESBa5ti8gcAbBt,https://open.spotify.com/track/2n7Ao4nyESBa5ti8gcAbBt,https://p.scdn.co/mp3-preview/393f2cf8af310e8347d3938ff05be5c4b7e9b7e7?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e026f43a625b608f7177caa18c9,https://i.scdn.co/image/ab67616d000048516f43a625b608f7177caa18c9,0.625,0.581,8,-7.1,1,0.0316,0.553,0.00111,0.254,0.267,142.04,150853,4
Heaven On Earth,Kid Cudi,Man On The Moon III: The Chosen,78,2koUj1Fn5TKFEkChSmBPIb,spotify:track:2koUj1Fn5TKFEkChSmBPIb,https://open.spotify.com/track/2koUj1Fn5TKFEkChSmBPIb,https://p.scdn.co/mp3-preview/2835c7cd7c80c80ce06d6286dd2af2f5f931a590?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e026f43a625b608f7177caa18c9,https://i.scdn.co/image/ab67616d000048516f43a625b608f7177caa18c9,0.786,0.61,0,-6.736,1,0.0558,0.379,0.00082,0.0765,0.228,130.036,201093,4
Show Out (with Skepta & Pop Smoke),Kid Cudi,Man On The Moon III: The Chosen,84,5CFJRZRq6sdKKtRwNPWbYv,spotify:track:5CFJRZRq6sdKKtRwNPWbYv,https://open.spotify.com/track/5CFJRZRq6sdKKtRwNPWbYv,https://p.scdn.co/mp3-preview/7b310f6822a15aea4bad9271f9e721b5fdd4cfbc?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e026f43a625b608f7177caa18c9,https://i.scdn.co/image/ab67616d000048516f43a625b608f7177caa18c9,0.619,0.589,1,-6.531,1,0.124,0.43,0.000392,0.378,0.158,143.896,174960,4
"Solo Dolo, Pt. III",Kid Cudi,Man On The Moon III: The Chosen,79,27oVCAziETRbNuo5A8LNpg,spotify:track:27oVCAziETRbNuo5A8LNpg,https://open.spotify.com/track/27oVCAziETRbNuo5A8LNpg,https://p.scdn.co/mp3-preview/c461629a7f1acf319f28f8df78d0b0224c7a4413?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e026f43a625b608f7177caa18c9,https://i.scdn.co/image/ab67616d000048516f43a625b608f7177caa18c9,0.589,0.727,10,-6.907,0,0.0866,0.239,0.0277,0.164,0.52,152.058,242267,4
Sad People,Kid Cudi,Man On The Moon III: The Chosen,78,4nuAslShoN77tq12fzwjUq,spotify:track:4nuAslShoN77tq12fzwjUq,https://open.spotify.com/track/4nuAslShoN77tq12fzwjUq,https://p.scdn.co/mp3-preview/a2e8a2ffade8b8920fa70d7b8f0024c553142df1?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e026f43a625b608f7177caa18c9,https://i.scdn.co/image/ab67616d000048516f43a625b608f7177caa18c9,0.636,0.647,5,-6.971,0,0.0381,0.247,0.00123,0.113,0.416,158.073,176027,4
Elsie's Baby Boy (flashback),Kid Cudi,Man On The Moon III: The Chosen,76,6jiwr6xTHqjdun5d3cEwXV,spotify:track:6jiwr6xTHqjdun5d3cEwXV,https://open.spotify.com/track/6jiwr6xTHqjdun5d3cEwXV,https://p.scdn.co/mp3-preview/62530a94d72e26132d9dc734db420d5de7233c51?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e026f43a625b608f7177caa18c9,https://i.scdn.co/image/ab67616d000048516f43a625b608f7177caa18c9,0.534,0.661,2,-7.83,0,0.0381,0.23,0.452,0.366,0.134,95.158,219213,3
Sept. 16,Kid Cudi,Man On The Moon III: The Chosen,76,3Uw2se3aQU1UFrpRBvBnB4,spotify:track:3Uw2se3aQU1UFrpRBvBnB4,https://open.spotify.com/track/3Uw2se3aQU1UFrpRBvBnB4,https://p.scdn.co/mp3-preview/62578afedb81632edeae158978f79c70c9239855?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e026f43a625b608f7177caa18c9,https://i.scdn.co/image/ab67616d000048516f43a625b608f7177caa18c9,0.646,0.645,4,-7.214,0,0.0338,0.764,0.114,0.137,0.473,140.987,249040,4
The Void,Kid Cudi,Man On The Moon III: The Chosen,77,2yg7MXp8nSPaf61HVkhEr3,spotify:track:2yg7MXp8nSPaf61HVkhEr3,https://open.spotify.com/track/2yg7MXp8nSPaf61HVkhEr3,https://p.scdn.co/mp3-preview/698c2b64f5d5d4b01e465a7d3ff8898b100c05cc?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e026f43a625b608f7177caa18c9,https://i.scdn.co/image/ab67616d000048516f43a625b608f7177caa18c9,0.464,0.459,7,-8.736,0,0.0314,0.365,0.28,0.117,0.0786,142.017,325413,4
Lovin’ Me (feat. Phoebe Bridgers),Kid Cudi,Man On The Moon III: The Chosen,76,3JdwGk8j7lHN5qdzJZklam,spotify:track:3JdwGk8j7lHN5qdzJZklam,https://open.spotify.com/track/3JdwGk8j7lHN5qdzJZklam,https://p.scdn.co/mp3-preview/fe1dcbc39d22cd332c3462cec3f67a83b6f4dd3c?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e026f43a625b608f7177caa18c9,https://i.scdn.co/image/ab67616d000048516f43a625b608f7177caa18c9,0.604,0.605,1,-7.861,1,0.0415,0.152,0.000845,0.157,0.168,141.527,165893,4
The Pale Moonlight,Kid Cudi,Man On The Moon III: The Chosen,76,4EjbAh7YHU3VARkfkamZ8R,spotify:track:4EjbAh7YHU3VARkfkamZ8R,https://open.spotify.com/track/4EjbAh7YHU3VARkfkamZ8R,https://p.scdn.co/mp3-preview/e7c6614a297ba66427671b330ac7049c82c1b007?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e026f43a625b608f7177caa18c9,https://i.scdn.co/image/ab67616d000048516f43a625b608f7177caa18c9,0.576,0.807,7,-7.733,0,0.252,0.455,6.6e-05,0.209,0.612,160.009,176293,4
Rockstar Knights (with Trippie Redd),Kid Cudi,Man On The Moon III: The Chosen,77,4J9SI7do4KOEsCexqEbjmR,spotify:track:4J9SI7do4KOEsCexqEbjmR,https://open.spotify.com/track/4J9SI7do4KOEsCexqEbjmR,https://p.scdn.co/mp3-preview/d0610339176bd8c2dfbc25f2ca3176493e394954?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e026f43a625b608f7177caa18c9,https://i.scdn.co/image/ab67616d000048516f43a625b608f7177caa18c9,0.625,0.682,6,-6.292,0,0.126,0.384,4.54e-06,0.337,0.384,178.052,231467,4
4 Da Kidz,Kid Cudi,Man On The Moon III: The Chosen,75,2ZDRkJrKbceJRgLKkuex14,spotify:track:2ZDRkJrKbceJRgLKkuex14,https://open.spotify.com/track/2ZDRkJrKbceJRgLKkuex14,https://p.scdn.co/mp3-preview/63c613329bc5c48a0e0481b16eae098616c84d49?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e026f43a625b608f7177caa18c9,https://i.scdn.co/image/ab67616d000048516f43a625b608f7177caa18c9,0.41,0.602,5,-9.545,1,0.0589,0.407,0.142,0.635,0.393,134.224,184240,5
Lord I Know,Kid Cudi,Man On The Moon III: The Chosen,75,7f2voPcnDEAzX4yB8SLnU2,spotify:track:7f2voPcnDEAzX4yB8SLnU2,https://open.spotify.com/track/7f2voPcnDEAzX4yB8SLnU2,https://p.scdn.co/mp3-preview/db8ec4c01236346ae2ea99211e78795955a44b88?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e026f43a625b608f7177caa18c9,https://i.scdn.co/image/ab67616d000048516f43a625b608f7177caa18c9,0.613,0.572,0,-9.6,1,0.157,0.583,0.295,0.102,0.0389,180.061,212040,4
waves - Tame Impala Remix,Miguel,Rogue Waves,69,3lB0GMiI5KxDbTOG8V3bOx,spotify:track:3lB0GMiI5KxDbTOG8V3bOx,https://open.spotify.com/track/3lB0GMiI5KxDbTOG8V3bOx,https://p.scdn.co/mp3-preview/ae9a6446d61c4bd30a7993a8c0e9836c9f3a4aa3?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02c4daf0fda7e16ba5b0f86830,https://i.scdn.co/image/ab67616d00004851c4daf0fda7e16ba5b0f86830,0.529,0.894,2,-3.599,1,0.0412,0.308,5.38e-06,0.254,0.543,108.024,253347,4
Parachute,Petit Biscuit,Parachute,54,2XZn85D188f2bGdV3zmmrF,spotify:track:2XZn85D188f2bGdV3zmmrF,https://open.spotify.com/track/2XZn85D188f2bGdV3zmmrF,https://p.scdn.co/mp3-preview/0b3e04ef811566bde0178dd05ab4b72a766196e2?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02bd454feb8295bfec9cdf210f,https://i.scdn.co/image/ab67616d00004851bd454feb8295bfec9cdf210f,0.532,0.477,6,-10.811,1,0.0812,0.303,0.0,0.13,0.515,81.012,222893,4
Burnin,Petit Biscuit,Parachute,67,5D246C2tLKCTeZgcsRfvcA,spotify:track:5D246C2tLKCTeZgcsRfvcA,https://open.spotify.com/track/5D246C2tLKCTeZgcsRfvcA,https://p.scdn.co/mp3-preview/8a07b199c2c9241beb6187303222611213a75a13?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02bd454feb8295bfec9cdf210f,https://i.scdn.co/image/ab67616d00004851bd454feb8295bfec9cdf210f,0.846,0.554,8,-8.753,0,0.0559,0.044,0.000367,0.0797,0.784,113.968,175893,4
Take Cover,Petit Biscuit,Parachute,49,0wUGuObNCcyTSk0IkksyqI,spotify:track:0wUGuObNCcyTSk0IkksyqI,https://open.spotify.com/track/0wUGuObNCcyTSk0IkksyqI,https://p.scdn.co/mp3-preview/e28d31b4875cdda2a698447520cdcb89526f09e4?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02bd454feb8295bfec9cdf210f,https://i.scdn.co/image/ab67616d00004851bd454feb8295bfec9cdf210f,0.637,0.413,1,-13.586,1,0.136,0.276,0.00403,0.0969,0.119,92.947,190693,4
Pick Your Battles,Petit Biscuit,Parachute,58,6QyXAcERauW27QwlxjDvww,spotify:track:6QyXAcERauW27QwlxjDvww,https://open.spotify.com/track/6QyXAcERauW27QwlxjDvww,https://p.scdn.co/mp3-preview/aa7c3b9261087153ced73453a187212b064adc1a?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02bd454feb8295bfec9cdf210f,https://i.scdn.co/image/ab67616d00004851bd454feb8295bfec9cdf210f,0.693,0.683,7,-9.74,0,0.0454,0.0335,0.12,0.169,0.193,123.951,221173,4
Constellation,Petit Biscuit,Parachute,49,2rDatO6FnEueGcIwD13WeN,spotify:track:2rDatO6FnEueGcIwD13WeN,https://open.spotify.com/track/2rDatO6FnEueGcIwD13WeN,https://p.scdn.co/mp3-preview/dc5e367ec7eed740144cda87b60c5a664fc77667?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02bd454feb8295bfec9cdf210f,https://i.scdn.co/image/ab67616d00004851bd454feb8295bfec9cdf210f,0.466,0.403,2,-9.43,0,0.0371,0.143,0.00405,0.123,0.117,66.535,163840,4
Drivin Thru the Night,Petit Biscuit,Parachute,52,6fagtLLzqZTaGcYcSa5qeA,spotify:track:6fagtLLzqZTaGcYcSa5qeA,https://open.spotify.com/track/6fagtLLzqZTaGcYcSa5qeA,https://p.scdn.co/mp3-preview/4f7b355098b29277719ef8e870f5e448dda377ad?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02bd454feb8295bfec9cdf210f,https://i.scdn.co/image/ab67616d00004851bd454feb8295bfec9cdf210f,0.546,0.586,9,-9.319,1,0.358,0.655,0.0222,0.0931,0.384,123.963,187333,4
Gwana,Petit Biscuit,Parachute,49,41sHJRyvhs5thAUFVuG8Ui,spotify:track:41sHJRyvhs5thAUFVuG8Ui,https://open.spotify.com/track/41sHJRyvhs5thAUFVuG8Ui,https://p.scdn.co/mp3-preview/da884527eb5744ac3eed910ebe32424c37813df5?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02bd454feb8295bfec9cdf210f,https://i.scdn.co/image/ab67616d00004851bd454feb8295bfec9cdf210f,0.624,0.414,0,-12.805,1,0.0735,0.398,0.245,0.164,0.185,125.081,215067,4
I Leave Again,Petit Biscuit,Parachute,66,4aNNFLoRfSOMHeYQXidsXL,spotify:track:4aNNFLoRfSOMHeYQXidsXL,https://open.spotify.com/track/4aNNFLoRfSOMHeYQXidsXL,https://p.scdn.co/mp3-preview/f64d4444242ff15963e7231c47a8344b1028171f?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02bd454feb8295bfec9cdf210f,https://i.scdn.co/image/ab67616d00004851bd454feb8295bfec9cdf210f,0.724,0.476,2,-13.832,1,0.0555,0.465,0.0451,0.0964,0.11,124.006,240893,4
Hang On,Petit Biscuit,Parachute,49,382JSV4u3TvnoVcj1jdPt6,spotify:track:382JSV4u3TvnoVcj1jdPt6,https://open.spotify.com/track/382JSV4u3TvnoVcj1jdPt6,https://p.scdn.co/mp3-preview/6134a7d5c59dbb426287f2b1ffa0fb8c66084587?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02bd454feb8295bfec9cdf210f,https://i.scdn.co/image/ab67616d00004851bd454feb8295bfec9cdf210f,0.54,0.421,5,-11.89,1,0.132,0.289,6.08e-05,0.0941,0.0386,118.119,173560,4
