track,artist,album,popularity_score,track_id,track_uri,spotify_link,preview,album_image_large,album_image_small,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Runnin,21 Savage,SAVAGE MODE II,86,5SWnsxjhdcEDc7LJjq9UHk,spotify:track:5SWnsxjhdcEDc7LJjq9UHk,https://open.spotify.com/track/5SWnsxjhdcEDc7LJjq9UHk,https://p.scdn.co/mp3-preview/5d0e6ec55530f3b250ee82c077760754efba3b20?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02aa57907bf0cb2ca0c8cc74bc,https://i.scdn.co/image/ab67616d00004851aa57907bf0cb2ca0c8cc74bc,0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,195906,4
Glock In My Lap,21 Savage,SAVAGE MODE II,79,6pcywuOeGGWeOQzdUyti6k,spotify:track:6pcywuOeGGWeOQzdUyti6k,https://open.spotify.com/track/6pcywuOeGGWeOQzdUyti6k,https://p.scdn.co/mp3-preview/8c26b9fbea5e70687f8cf36ec056f95b7a962bc0?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02aa57907bf0cb2ca0c8cc74bc,https://i.scdn.co/image/ab67616d00004851aa57907bf0cb2ca0c8cc74bc,0.847,0.733,10,-6.439,0,0.16,0.00574,1.04e-05,0.151,0.202,130.029,193591,4
Mr. Right Now (feat. Drake),21 Savage,SAVAGE MODE II,85,4Q34FP1AT7GEl9oLgNtiWj,spotify:track:4Q34FP1AT7GEl9oLgNtiWj,https://open.spotify.com/track/4Q34FP1AT7GEl9oLgNtiWj,https://p.scdn.co/mp3-preview/326f0913ac1d2852c806436f6d49deac449d7383?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02aa57907bf0cb2ca0c8cc74bc,https://i.scdn.co/image/ab67616d00004851aa57907bf0cb2ca0c8cc74bc,0.647,0.667,5,-5.563,1,0.304,0.231,0.0,0.133,0.704,172.08,193839,4
Rich Nigga Shit (feat. Young Thug),21 Savage,SAVAGE MODE II,78,3ruoIF2UnoXdzK8mR61ebq,spotify:track:3ruoIF2UnoXdzK8mR61ebq,https://open.spotify.com/track/3ruoIF2UnoXdzK8mR61ebq,https://p.scdn.co/mp3-preview/eabfb4dad8b6fe4e6f60130c952113121878ab98?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02aa57907bf0cb2ca0c8cc74bc,https://i.scdn.co/image/ab67616d00004851aa57907bf0cb2ca0c8cc74bc,0.825,0.733,1,-5.625,0,0.0969,0.349,0.0,0.112,0.62,97.974,190331,4
Steppin On Niggas,21 Savage,SAVAGE MODE II,68,7FtZFla3ZH6PqsAJ9MvVCM,spotify:track:7FtZFla3ZH6PqsAJ9MvVCM,https://open.spotify.com/track/7FtZFla3ZH6PqsAJ9MvVCM,https://p.scdn.co/mp3-preview/7434cc45063c0c6cbdee32f8cb849e78f762d783?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02aa57907bf0cb2ca0c8cc74bc,https://i.scdn.co/image/ab67616d00004851aa57907bf0cb2ca0c8cc74bc,0.849,0.635,7,-4.068,1,0.254,0.000608,8.44e-06,0.062,0.798,89.484,140833,4
Brand New Draco,21 Savage,SAVAGE MODE II,71,4V9ynsDPwHtdItksqjuRu0,spotify:track:4V9ynsDPwHtdItksqjuRu0,https://open.spotify.com/track/4V9ynsDPwHtdItksqjuRu0,https://p.scdn.co/mp3-preview/7f0de62c967fdaefe2c4081bea0e66881502214e?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02aa57907bf0cb2ca0c8cc74bc,https://i.scdn.co/image/ab67616d00004851aa57907bf0cb2ca0c8cc74bc,0.697,0.709,11,-6.642,0,0.298,0.041,0.000296,0.0886,0.439,155.023,202420,4
No Opp Left Behind,21 Savage,SAVAGE MODE II,70,50I7FNN2rl2rWiNwGxS146,spotify:track:50I7FNN2rl2rWiNwGxS146,https://open.spotify.com/track/50I7FNN2rl2rWiNwGxS146,https://p.scdn.co/mp3-preview/0b59cf4fdccb4e64b1995ef5e0a094be768a4470?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02aa57907bf0cb2ca0c8cc74bc,https://i.scdn.co/image/ab67616d00004851aa57907bf0cb2ca0c8cc74bc,0.823,0.703,8,-2.691,1,0.298,0.0161,1.35e-06,0.294,0.26,178.043,194214,4
RIP Luv,21 Savage,SAVAGE MODE II,70,1wGnp7ejkCuXRsehXx0PNP,spotify:track:1wGnp7ejkCuXRsehXx0PNP,https://open.spotify.com/track/1wGnp7ejkCuXRsehXx0PNP,https://p.scdn.co/mp3-preview/5c080d5b3b28e71b10f079b28359ab58c3c1933d?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02aa57907bf0cb2ca0c8cc74bc,https://i.scdn.co/image/ab67616d00004851aa57907bf0cb2ca0c8cc74bc,0.63,0.399,5,-9.869,0,0.178,0.105,0.174,0.234,0.0657,183.016,214192,3
Said N Done,21 Savage,SAVAGE MODE II,69,11XegnWeJHBDtj9IsNwngu,spotify:track:11XegnWeJHBDtj9IsNwngu,https://open.spotify.com/track/11XegnWeJHBDtj9IsNwngu,https://p.scdn.co/mp3-preview/3ac5df0e8080f85ddc7f791aff7e15553a58c330?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02aa57907bf0cb2ca0c8cc74bc,https://i.scdn.co/image/ab67616d00004851aa57907bf0cb2ca0c8cc74bc,0.775,0.566,11,-6.661,1,0.283,0.0381,0.000341,0.127,0.479,160.351,231831,4
What Can I Do,A-Trak,What Can I Do,0,6U9DI9uIT0X5XJJBQrC0Xu,spotify:track:6U9DI9uIT0X5XJJBQrC0Xu,https://open.spotify.com/track/6U9DI9uIT0X5XJJBQrC0Xu,,https://i.scdn.co/image/ab67616d00001e02a64433e1237ae58a07de2af9,https://i.scdn.co/image/ab67616d00004851a64433e1237ae58a07de2af9,0.813,0.719,10,-7.992,0,0.0405,0.0508,0.873,0.048,0.62,123.989,375702,4
I Leave Again,Petit Biscuit,I Leave Again,24,5QI8TzL0eOULZSwsr1FJzu,spotify:track:5QI8TzL0eOULZSwsr1FJzu,https://open.spotify.com/track/5QI8TzL0eOULZSwsr1FJzu,,https://i.scdn.co/image/ab67616d00001e023547d6246d070515ca6a0d07,https://i.scdn.co/image/ab67616d000048513547d6246d070515ca6a0d07,0.755,0.614,2,-9.481,1,0.0548,0.542,0.00879,0.0937,0.148,124.02,238067,4
OG Beeper,A$AP Rocky,TESTING,58,5TX0mfUkpGlU6j2xa00ERx,spotify:track:5TX0mfUkpGlU6j2xa00ERx,https://open.spotify.com/track/5TX0mfUkpGlU6j2xa00ERx,https://p.scdn.co/mp3-preview/609e20962f30be879b8a95a552d91691135a6b6c?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e029feadc48ab0661e9b3a9170b,https://i.scdn.co/image/ab67616d000048519feadc48ab0661e9b3a9170b,0.91,0.477,2,-5.259,1,0.418,0.121,0.0,0.305,0.313,145.994,155893,4
Proud Of U (feat. Young Thug),EARTHGANG,Mirrorland,65,4u8xrKWeF7xBO9kGwIk6u7,spotify:track:4u8xrKWeF7xBO9kGwIk6u7,https://open.spotify.com/track/4u8xrKWeF7xBO9kGwIk6u7,https://p.scdn.co/mp3-preview/ef72f1ed5c47ebb3b9b90337048b1d7262ddfa38?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0255bdf1c04317b3d8ba716750,https://i.scdn.co/image/ab67616d0000485155bdf1c04317b3d8ba716750,0.768,0.456,2,-8.676,1,0.354,0.0691,0.0,0.162,0.39,77.582,238200,4
4th Dimension,KIDS SEE GHOSTS,KIDS SEE GHOSTS,69,6JyEh4kl9DLwmSAoNDRn5b,spotify:track:6JyEh4kl9DLwmSAoNDRn5b,https://open.spotify.com/track/6JyEh4kl9DLwmSAoNDRn5b,https://p.scdn.co/mp3-preview/e76c772bc07a699dd9bf78e0e36486b5d0d07ab8?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02013c00ee367dd85396f79c82,https://i.scdn.co/image/ab67616d00004851013c00ee367dd85396f79c82,0.765,0.542,1,-6.755,1,0.39,0.278,1.87e-05,0.609,0.734,171.945,153351,4
Jet Lag,A$AP Ferg,Floor Seats,66,2hyF1YWdX8yxExvRelT9nB,spotify:track:2hyF1YWdX8yxExvRelT9nB,https://open.spotify.com/track/2hyF1YWdX8yxExvRelT9nB,https://p.scdn.co/mp3-preview/29827bc67574abd8e4149ef30152899d5c3e1f01?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0280dacac510e9d085a591f981,https://i.scdn.co/image/ab67616d0000485180dacac510e9d085a591f981,0.853,0.803,11,-3.297,1,0.292,0.0085,2.41e-05,0.104,0.433,169.957,203720,4
The Bloodiest,Jay Rock,Redemption,48,3eEMeaaT3otIimFCcYcS7i,spotify:track:3eEMeaaT3otIimFCcYcS7i,https://open.spotify.com/track/3eEMeaaT3otIimFCcYcS7i,https://p.scdn.co/mp3-preview/3401a939dbd88d95d3f358e047e4e4f94cd879e4?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02c30d59775ce5ef3f59138f59,https://i.scdn.co/image/ab67616d00004851c30d59775ce5ef3f59138f59,0.635,0.652,0,-4.303,0,0.127,0.0757,3.35e-05,0.337,0.322,147.955,183413,4
Kulikitaka,Toño Rosario,Kulikitaka,0,4jy2Y30451t7CQCoMUulFm,spotify:track:4jy2Y30451t7CQCoMUulFm,https://open.spotify.com/track/4jy2Y30451t7CQCoMUulFm,,https://i.scdn.co/image/ab67616d00001e0291f649baba914c29b470ecc1,https://i.scdn.co/image/ab67616d0000485191f649baba914c29b470ecc1,0.58,0.835,10,-8.184,1,0.139,0.524,6.78e-06,0.049,0.892,155.782,265665,4
VAULTS,BRONSON,HEART ATTACK / VAULTS,9,7DBi89fp9dzk2d2ij4Yo2x,spotify:track:7DBi89fp9dzk2d2ij4Yo2x,https://open.spotify.com/track/7DBi89fp9dzk2d2ij4Yo2x,,https://i.scdn.co/image/ab67616d00001e02f0f7f7eb8dd94d96848f2993,https://i.scdn.co/image/ab67616d00004851f0f7f7eb8dd94d96848f2993,0.652,0.96,9,-2.861,0,0.0438,0.036,0.868,0.203,0.156,124.015,244453,4
HEART ATTACK (feat. lau.ra),BRONSON,HEART ATTACK / VAULTS,26,3xrSAFB6cXBHwLylbCP4sr,spotify:track:3xrSAFB6cXBHwLylbCP4sr,https://open.spotify.com/track/3xrSAFB6cXBHwLylbCP4sr,,https://i.scdn.co/image/ab67616d00001e02f0f7f7eb8dd94d96848f2993,https://i.scdn.co/image/ab67616d00004851f0f7f7eb8dd94d96848f2993,0.735,0.65,6,-5.815,0,0.0737,0.161,0.21,0.109,0.122,122.048,209600,4
Make You Mine,PUBLIC,Make You Mine,82,5iFwAOB2TFkPJk8sMlxP8g,spotify:track:5iFwAOB2TFkPJk8sMlxP8g,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g,https://p.scdn.co/mp3-preview/b03175563bf8617fb5ee6b8e22730ba9a21eec8d?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e020d0621554b1c6c9dbf3556be,https://i.scdn.co/image/ab67616d000048510d0621554b1c6c9dbf3556be,0.606,0.799,9,-4.452,1,0.0261,0.0128,0.0,0.15,0.638,103.014,232907,4
Scared to Be Lonely,Martin Garrix,Scared to Be Lonely,81,3ebXMykcMXOcLeJ9xZ17XH,spotify:track:3ebXMykcMXOcLeJ9xZ17XH,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,https://p.scdn.co/mp3-preview/36cf23a16f3d05a2c1d3d7abfe7b13e5dc3c6ade?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0264f8a309aa3c0a66a31fc374,https://i.scdn.co/image/ab67616d0000485164f8a309aa3c0a66a31fc374,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,220883,4
One Kiss,Calvin Harris,Dua Lipa (Complete Edition),0,3WVcoF2oKbUPCxyjIkYyHs,spotify:track:3WVcoF2oKbUPCxyjIkYyHs,https://open.spotify.com/track/3WVcoF2oKbUPCxyjIkYyHs,,https://i.scdn.co/image/ab67616d00001e021764e1a1b94e887206782640,https://i.scdn.co/image/ab67616d000048511764e1a1b94e887206782640,0.797,0.819,9,-4.351,0,0.12,0.0371,3.42e-05,0.0773,0.581,124.022,214987,4
Homesick,Dua Lipa,Dua Lipa (Complete Edition),51,1fF9w1hapJKALsOQ6yTcxg,spotify:track:1fF9w1hapJKALsOQ6yTcxg,https://open.spotify.com/track/1fF9w1hapJKALsOQ6yTcxg,https://p.scdn.co/mp3-preview/47eb20c4409683df486f8bb518b2e6abf4e617a5?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e021764e1a1b94e887206782640,https://i.scdn.co/image/ab67616d000048511764e1a1b94e887206782640,0.426,0.224,6,-8.683,1,0.0391,0.948,0.0,0.112,0.399,85.728,230480,5
Inside Friend (feat. John Mayer),Leon Bridges,Inside Friend (feat. John Mayer),70,4ehkZtzPTbjsRULRfQSWYu,spotify:track:4ehkZtzPTbjsRULRfQSWYu,https://open.spotify.com/track/4ehkZtzPTbjsRULRfQSWYu,https://p.scdn.co/mp3-preview/176a71db7607172f54d91e7ff3ce220257be7139?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02dc4f9aa0582a986dd0a211ee,https://i.scdn.co/image/ab67616d00004851dc4f9aa0582a986dd0a211ee,0.693,0.259,1,-7.918,1,0.0372,0.448,0.000135,0.0995,0.361,88.972,175432,4
Trap (feat. Lil Baby),SAINt JHN,Ghetto Lenny's Love Songs,23,1pChm8ih9LlKhWncBJ6HLr,spotify:track:1pChm8ih9LlKhWncBJ6HLr,https://open.spotify.com/track/1pChm8ih9LlKhWncBJ6HLr,,https://i.scdn.co/image/ab67616d00001e024fa9da3edca53373b5c823f6,https://i.scdn.co/image/ab67616d000048514fa9da3edca53373b5c823f6,0.792,0.839,0,-2.887,1,0.0429,0.0862,0.0,0.194,0.354,116.985,184699,4
Faithful,Suigeneris,Faithful,41,01plcbRzUfRPJHxMp0s1lN,spotify:track:01plcbRzUfRPJHxMp0s1lN,https://open.spotify.com/track/01plcbRzUfRPJHxMp0s1lN,https://p.scdn.co/mp3-preview/13704f09d261a2a39aae23ea3a7a2eb5f041bbe7?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e026e1444a996684c0c721bcf10,https://i.scdn.co/image/ab67616d000048516e1444a996684c0c721bcf10,0.736,0.791,11,-2.351,1,0.0672,0.107,0.00118,0.12,0.351,106.03,181132,4
Jerk It Out,Caesars,Love For The Streets,64,5XMjXjwCkJVmk0AHm7z8IV,spotify:track:5XMjXjwCkJVmk0AHm7z8IV,https://open.spotify.com/track/5XMjXjwCkJVmk0AHm7z8IV,https://p.scdn.co/mp3-preview/fe5481ef8fbe5b2ba6f4417aa162e9f9d6d4edc7?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0246ed4ae9343359e5965baf7b,https://i.scdn.co/image/ab67616d0000485146ed4ae9343359e5965baf7b,0.58,0.981,8,-2.603,0,0.06,0.0171,1.07e-05,0.386,0.861,134.007,195667,4
Ooh Ahh (My Life Be Like) (feat. Toby Mac),Grits,The Art of Translation,74,2cGJxXXIBrxMhk2fWUJTLs,spotify:track:2cGJxXXIBrxMhk2fWUJTLs,https://open.spotify.com/track/2cGJxXXIBrxMhk2fWUJTLs,https://p.scdn.co/mp3-preview/2041709b6679c0ac17dda6d65b7bb21419248c87?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02bd84a9a73163a75d9d8c6203,https://i.scdn.co/image/ab67616d00004851bd84a9a73163a75d9d8c6203,0.757,0.862,2,-3.519,1,0.0695,0.114,0.000192,0.285,0.823,99.021,233173,4
J.L.R. (feat. Young Roddy & Smoke DZA),Curren$y,The Stoned Immaculate (Deluxe Version),26,4FisM4sjTnQx4miF8tZ4bs,spotify:track:4FisM4sjTnQx4miF8tZ4bs,https://open.spotify.com/track/4FisM4sjTnQx4miF8tZ4bs,https://p.scdn.co/mp3-preview/0ec6e44f94200ce24e71c50a9b3254307f6b3fb2?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e020a966065cbcb71f1bd7f917e,https://i.scdn.co/image/ab67616d000048510a966065cbcb71f1bd7f917e,0.526,0.871,5,-5.534,0,0.358,0.0253,0.0,0.116,0.434,153.402,279547,4
Dogfight,Jay Robinson,Fight Music,6,4awukUtTt5YyqJYSSZdrK4,spotify:track:4awukUtTt5YyqJYSSZdrK4,https://open.spotify.com/track/4awukUtTt5YyqJYSSZdrK4,https://p.scdn.co/mp3-preview/c90adb9a50e0488d86969a0655f188fcfe9ec09b?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02aa13cee859aef61db0ecc2b7,https://i.scdn.co/image/ab67616d00004851aa13cee859aef61db0ecc2b7,0.809,0.808,7,-7.948,0,0.096,0.00438,0.624,0.054,0.604,127.001,322000,4
Ghosts (feat. Hana),Tchami,Ghosts (feat. Hana),48,5LGEEhT48ta9X8vHGCzwby,spotify:track:5LGEEhT48ta9X8vHGCzwby,https://open.spotify.com/track/5LGEEhT48ta9X8vHGCzwby,,https://i.scdn.co/image/ab67616d00001e02f32f5c1b38c5e3fcb2e6d3e3,https://i.scdn.co/image/ab67616d00004851f32f5c1b38c5e3fcb2e6d3e3,0.679,0.87,6,-10.264,1,0.0419,0.00664,0.853,0.0579,0.76,124.002,296342,4
"Made In France (with Tchami & Malaa, feat. Mercer) - Wax Motif Remix",DJ Snake,"Made In France (with Tchami & Malaa, feat. Mercer) [Wax Motif Remix]",44,6B9AzhSLog7Bm1huxkfCFN,spotify:track:6B9AzhSLog7Bm1huxkfCFN,https://open.spotify.com/track/6B9AzhSLog7Bm1huxkfCFN,https://p.scdn.co/mp3-preview/27fbf322c0a0034ac9c8d7fb78ccdc4573973337?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02be7e1f70fd39500e734b1864,https://i.scdn.co/image/ab67616d00004851be7e1f70fd39500e734b1864,0.666,0.985,1,-5.858,0,0.0701,0.0697,0.709,0.0941,0.348,124.992,205601,4
Life Is Good (feat. Drake),Future,Life Is Good (feat. Drake),87,5yY9lUy8nbvjM1Uyo1Uqoc,spotify:track:5yY9lUy8nbvjM1Uyo1Uqoc,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,https://p.scdn.co/mp3-preview/79199a9ab949b5803197efb455c224299d7d5949?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e028a01c7b77a34378a62f46402,https://i.scdn.co/image/ab67616d000048518a01c7b77a34378a62f46402,0.676,0.609,2,-5.831,0,0.481,0.0706,0.0,0.152,0.508,142.037,237735,4
If I Die Young,The Band Perry,The Band Perry,69,4u26EevCNXMhlvE1xFBJwX,spotify:track:4u26EevCNXMhlvE1xFBJwX,https://open.spotify.com/track/4u26EevCNXMhlvE1xFBJwX,https://p.scdn.co/mp3-preview/a4663ee05ad6855609fa2beb80a236f36362ccfd?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e025726e327fd968a6fb5974350,https://i.scdn.co/image/ab67616d000048515726e327fd968a6fb5974350,0.606,0.497,4,-6.611,1,0.0277,0.348,0.0,0.275,0.362,130.739,222773,4
How's Your Evening So Far - Chris Lake Remix,Chris Lake,How's Your Evening So Far - Chris Lake Remix,0,2PuOeRzHv8eO3wH0Sto2ua,spotify:track:2PuOeRzHv8eO3wH0Sto2ua,https://open.spotify.com/track/2PuOeRzHv8eO3wH0Sto2ua,,https://i.scdn.co/image/ab67616d00001e02c5892f573f39332c534a7c8c,https://i.scdn.co/image/ab67616d00004851c5892f573f39332c534a7c8c,0.742,0.943,4,-5.391,0,0.14,0.0687,0.572,0.511,0.0598,126.011,221384,4
Your Love (Déjà Vu),Glass Animals,Your Love (Déjà Vu),65,5DYD4zlGiFlkpLaf2Bk8Vl,spotify:track:5DYD4zlGiFlkpLaf2Bk8Vl,https://open.spotify.com/track/5DYD4zlGiFlkpLaf2Bk8Vl,https://p.scdn.co/mp3-preview/b34e2e3a6c17f8f81378c929b01249c5cf1a999f?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02723f3c3e968f176a130ff102,https://i.scdn.co/image/ab67616d00004851723f3c3e968f176a130ff102,0.854,0.671,7,-7.158,1,0.0543,0.019,0.383,0.105,0.631,107.994,234372,4
Esperar Pra Ver,Poolside,"Brazilian Compilation Series, Vol. 2",57,7baNYnxas4NlQXcoj6kSmp,spotify:track:7baNYnxas4NlQXcoj6kSmp,https://open.spotify.com/track/7baNYnxas4NlQXcoj6kSmp,https://p.scdn.co/mp3-preview/bbd2031fc5e1d2dcc143935c8747c97ae02f2771?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02a4a673063ac61cf2c101bb6f,https://i.scdn.co/image/ab67616d00004851a4a673063ac61cf2c101bb6f,0.783,0.7,6,-7.862,0,0.0367,0.0329,0.249,0.0888,0.846,99.991,300000,4
Glimmer,Tame Impala,The Slow Rush,59,1unBUyjeQUDiJ8N89XiDrr,spotify:track:1unBUyjeQUDiJ8N89XiDrr,https://open.spotify.com/track/1unBUyjeQUDiJ8N89XiDrr,https://p.scdn.co/mp3-preview/d97c3d5b156b2ef6531ebd40021ad7b63362dc66?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0258267bd34420a00d5cf83a49,https://i.scdn.co/image/ab67616d0000485158267bd34420a00d5cf83a49,0.673,0.627,5,-8.469,0,0.0377,0.136,0.424,0.366,0.761,117.911,128827,4
One More Hour,Tame Impala,The Slow Rush,60,0mO6oS60RST2sWmN2FKknP,spotify:track:0mO6oS60RST2sWmN2FKknP,https://open.spotify.com/track/0mO6oS60RST2sWmN2FKknP,https://p.scdn.co/mp3-preview/c2b7cc13042e44e397e9a9d20d39780d8e985240?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0258267bd34420a00d5cf83a49,https://i.scdn.co/image/ab67616d0000485158267bd34420a00d5cf83a49,0.647,0.398,4,-8.63,1,0.0283,0.108,0.107,0.148,0.32,102.029,432560,4
It Might Be Time,Tame Impala,The Slow Rush,66,558ubozatFQlweufvHa3Ip,spotify:track:558ubozatFQlweufvHa3Ip,https://open.spotify.com/track/558ubozatFQlweufvHa3Ip,https://p.scdn.co/mp3-preview/6fb8702a677de7f4bf28044414338dc8786f1f01?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0258267bd34420a00d5cf83a49,https://i.scdn.co/image/ab67616d0000485158267bd34420a00d5cf83a49,0.585,0.781,2,-3.808,1,0.0457,0.021,0.000187,0.627,0.336,115.946,273027,4
Is It True,Tame Impala,The Slow Rush,73,6RZmhpvukfyeSURhf4kZ0d,spotify:track:6RZmhpvukfyeSURhf4kZ0d,https://open.spotify.com/track/6RZmhpvukfyeSURhf4kZ0d,https://p.scdn.co/mp3-preview/972b2f6697d175064e993f748d436b1adb55ce6b?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0258267bd34420a00d5cf83a49,https://i.scdn.co/image/ab67616d0000485158267bd34420a00d5cf83a49,0.731,0.664,0,-5.474,1,0.0302,0.00307,0.35,0.133,0.661,118.018,239267,4
Lost In Yesterday,Tame Impala,The Slow Rush,74,5JWPUEov2wlX7c0jhYZpeB,spotify:track:5JWPUEov2wlX7c0jhYZpeB,https://open.spotify.com/track/5JWPUEov2wlX7c0jhYZpeB,https://p.scdn.co/mp3-preview/79ae58907e563abfd151d91a4b8d11e00911459b?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0258267bd34420a00d5cf83a49,https://i.scdn.co/image/ab67616d0000485158267bd34420a00d5cf83a49,0.569,0.84,1,-4.123,1,0.118,0.0295,0.000118,0.0995,0.749,183.059,249587,3
On Track,Tame Impala,The Slow Rush,62,0IuE6FnXPCdZ8NLuuvJRhb,spotify:track:0IuE6FnXPCdZ8NLuuvJRhb,https://open.spotify.com/track/0IuE6FnXPCdZ8NLuuvJRhb,https://p.scdn.co/mp3-preview/2f87a9bb0212a9d4038c3bc1e04b0499ef23c154?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0258267bd34420a00d5cf83a49,https://i.scdn.co/image/ab67616d0000485158267bd34420a00d5cf83a49,0.388,0.648,2,-5.578,1,0.038,0.116,4.19e-06,0.082,0.112,163.861,301787,4
Tomorrow's Dust,Tame Impala,The Slow Rush,61,666PdikRnUzdvjT9p5wWND,spotify:track:666PdikRnUzdvjT9p5wWND,https://open.spotify.com/track/666PdikRnUzdvjT9p5wWND,https://p.scdn.co/mp3-preview/51cb9324908f620a04513107fc69cf10366b5693?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0258267bd34420a00d5cf83a49,https://i.scdn.co/image/ab67616d0000485158267bd34420a00d5cf83a49,0.616,0.804,0,-5.568,1,0.0427,0.0124,0.0998,0.553,0.627,99.002,326840,4
Breathe Deeper,Tame Impala,The Slow Rush,71,3LbZIhU0smEU5SUnxod4j4,spotify:track:3LbZIhU0smEU5SUnxod4j4,https://open.spotify.com/track/3LbZIhU0smEU5SUnxod4j4,https://p.scdn.co/mp3-preview/ea09978f0e7b33b6091c514ecc7285328b7d747e?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0258267bd34420a00d5cf83a49,https://i.scdn.co/image/ab67616d0000485158267bd34420a00d5cf83a49,0.664,0.848,11,-4.51,0,0.0322,0.0245,0.000127,0.172,0.502,104.998,372867,4
Posthumous Forgiveness,Tame Impala,The Slow Rush,68,1KcOU0q9AMXV9xi4tSzzCc,spotify:track:1KcOU0q9AMXV9xi4tSzzCc,https://open.spotify.com/track/1KcOU0q9AMXV9xi4tSzzCc,https://p.scdn.co/mp3-preview/f6261db077a795ea07d5dbe19be508ac351750aa?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e0258267bd34420a00d5cf83a49,https://i.scdn.co/image/ab67616d0000485158267bd34420a00d5cf83a49,0.367,0.613,7,-5.646,1,0.0297,0.0508,0.00171,0.282,0.0966,153.978,366067,4
