track,artist,data_type,popularity_artist,popularity_song,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mode,alternative,baltic_slavic,bluegrass,blues,celtic,country,dance,disco,edm,electro,english,folk,germanic,hip hop,house,jam band,jazz,other,piano,pop,psychedelic,punk,r&b,rap,reggae,rock,romance,soul,south_american,swing,techno,trance,key_0,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,release_date_2000s,release_date_60s,release_date_70s,release_date_80s,release_date_90s,release_date_Post_2010s,time_signature_1,time_signature_3,time_signature_4,time_signature_5
I'm All the Way Up,Dj LaserJet,user_library,0.19,0.0,0.433,0.59,0.12115000000000001,0.251,0.0334,0.00014199999999999998,0.29600000000000004,0.155,0.8032417492647861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Intro,Kygo,user_library,0.86,0.5,0.5820000000000001,0.11199999999999999,0.28346666666666664,0.0436,0.976,0.953,0.1,0.0679,0.25868641760156846,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Deeper Love,Jauz,user_library,0.6,0.0,0.619,0.8690000000000001,0.08008333333333333,0.0773,0.00427,1.93e-06,0.38,0.527,0.46458038340050106,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Feel The Volume,Jauz,user_library,0.6,0.53,0.725,0.9179999999999999,0.08186666666666667,0.0676,0.153,0.0328,0.113,0.201,0.46289211414878556,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Rock The Party,Jauz,user_library,0.6,0.0,0.695,0.981,0.052283333333333334,0.17300000000000001,0.0362,0.00247,0.0584,0.27,0.48337599390044655,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Say My Name (Remix),ODESZA,user_library,0.73,0.0,0.617,0.8959999999999999,0.08770000000000001,0.0653,0.009009999999999999,0.0,0.635,0.6,0.46321887593944017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Bouncybob (feat. Justin Mylo & Mesto),Martin Garrix,user_library,0.82,0.0,0.73,0.8959999999999999,0.13105,0.0692,0.000727,0.8059999999999999,0.13,0.331,0.4833351486766148,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Milking - Radio Mix,Croatia Squad,user_library,0.53,0.23,0.745,0.937,0.08503333333333334,0.0743,0.0232,0.7140000000000001,0.0695,0.27,0.4422244308898812,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Echoes (feat. Elkka),Fossa Beats,user_library,0.46,0.23,0.894,0.6579999999999999,0.06363333333333333,0.0545,0.052000000000000005,0.179,0.0771,0.9209999999999999,0.5242212177322731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Disarm You (feat. Ilsey),Kaskade,user_library,0.72,0.54,0.446,0.7929999999999999,0.0652,0.0556,0.0434,4.14e-05,0.159,0.313,0.4818851432305849,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Blame (feat. John Newman),Calvin Harris,user_library,0.87,0.75,0.414,0.857,0.06796666666666668,0.0808,0.0287,0.0057399999999999994,0.34299999999999997,0.348,0.4834168391242784,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
What Do You Mean?,Justin Bieber,user_library,0.96,0.78,0.845,0.5670000000000001,0.1353,0.0956,0.59,0.0014199999999999998,0.0811,0.7929999999999999,0.46296699705914385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Sorry,Justin Bieber,user_library,0.96,0.81,0.654,0.76,0.061149999999999996,0.045,0.0797,0.0,0.299,0.41,0.29226799912863516,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Where Are Ü Now (with Justin Bieber),Jack Ü,user_library,0.66,0.75,0.43200000000000005,0.7809999999999999,0.0673,0.0567,0.040999999999999995,4.21e-06,0.0789,0.19699999999999998,0.5610772247031914,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Take A Minute,K'NAAN,user_library,0.59,0.38,0.6729999999999999,0.8140000000000001,0.10226666666666667,0.0677,0.0876,0.0,0.237,0.7140000000000001,0.6743342228515412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Wavin' Flag,K'NAAN,user_library,0.59,0.47,0.63,0.706,0.10683333333333334,0.0807,0.124,0.0,0.254,0.677,0.1292070580546782,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Famous,Kanye West,user_library,0.91,0.0,0.46799999999999997,0.745,0.06118333333333334,0.115,0.064,0.0,0.11599999999999999,0.4,0.7965159024071453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Broccoli,Shelley FKA DRAM,user_library,0.65,0.66,0.8859999999999999,0.525,0.12316666666666666,0.132,0.23600000000000002,0.0,0.057,0.708,0.605721054351378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"Stay Fly (feat. Young Buck, Eightball & MJG)",Three 6 Mafia,user_library,0.64,0.31,0.7879999999999999,0.8420000000000001,0.11283333333333333,0.0323,0.0631,0.0,0.341,0.644,0.5192449079620958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Cut It (feat. Young Dolph),O.T. Genasis,user_library,0.63,0.61,0.875,0.6729999999999999,0.06973333333333334,0.0932,0.135,0.0,0.292,0.231,0.49686853283955995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
My Girl,The Temptations,user_library,0.71,0.03,0.579,0.419,0.17866666666666667,0.0346,0.625,0.0,0.0981,0.6729999999999999,0.3237120139418364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
No More Parties In LA,Kanye West,user_library,0.91,0.0,0.493,0.922,0.027016666666666668,0.303,0.225,0.0,0.221,0.6940000000000001,0.25641950767890215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
30 Hours,Kanye West,user_library,0.91,0.0,0.825,0.813,0.11196666666666667,0.29600000000000004,0.0305,0.0,0.107,0.34299999999999997,0.25845496133318807,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Real Friends,Kanye West,user_library,0.91,0.0,0.48100000000000004,0.752,0.10403333333333335,0.44799999999999995,0.262,0.000417,0.138,0.11800000000000001,0.1607872236139854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
FML,Kanye West,user_library,0.91,0.0,0.6729999999999999,0.428,0.11866666666666667,0.0798,0.316,0.0,0.212,0.16699999999999998,0.46336864176015685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Highlights,Kanye West,user_library,0.91,0.0,0.773,0.632,0.1037,0.0816,0.00548,0.0,0.20800000000000002,0.369,0.3068497440365973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Waves,Kanye West,user_library,0.91,0.0,0.593,0.5720000000000001,0.07533333333333332,0.0389,0.0408,4.32e-06,0.332,0.0518,0.2658615619213593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Pt. 2,Kanye West,user_library,0.91,0.0,0.653,0.7340000000000001,0.06898333333333333,0.36200000000000004,0.593,0.0,0.7879999999999999,0.318,0.598477834658534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Father Stretch My Hands Pt. 1,Kanye West,user_library,0.91,0.0,0.7170000000000001,0.563,0.07343333333333334,0.052000000000000005,0.126,0.0,0.515,0.396,0.38196411066332653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Here We Go,Bassnectar,user_library,0.62,0.0,0.406,0.9490000000000001,0.08091666666666668,0.0796,3.27e-05,0.748,0.861,0.22899999999999998,0.8096136041825508,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Timestretch,Bassnectar,user_library,0.62,0.0,0.512,0.895,0.07035,0.0411,0.000532,0.0905,0.0615,0.138,0.5644333405947066,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Lights - Bassnectar Remix,Ellie Goulding,user_library,0.82,0.5,0.528,0.775,0.08128333333333333,0.0285,0.0035600000000000002,0.542,0.778,0.261,0.5650460189521838,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Kyoto (feat. Sirah),Skrillex,user_library,0.79,0.6,0.605,0.92,0.0383,0.0713,0.0012,0.000596,0.483,0.21899999999999997,0.8030307156083218,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Working For It,ZHU,user_library,0.72,0.57,0.7759999999999999,0.715,0.10978333333333334,0.0505,0.0971,0.0131,0.247,0.502,0.2923088443524671,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Ease My Mind,Skrillex,user_library,0.79,0.53,0.40399999999999997,0.753,0.04976666666666667,0.0656,0.0649,0.0,0.281,0.207,0.6340199869295287,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Spirals (feat. King Deco),ILLENIUM,user_library,0.79,0.0,0.22899999999999998,0.557,0.09178333333333334,0.0363,0.0194,1.7e-06,0.185,0.0564,0.5311036379479359,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Brighter,RÜFÜS DU SOL,user_library,0.71,0.5,0.6609999999999999,0.7090000000000001,0.11838333333333333,0.0475,0.0527,4.72e-05,0.379,0.295,0.4147287877137567,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Like an Animal,RÜFÜS DU SOL,user_library,0.71,0.52,0.71,0.748,0.10406666666666667,0.0305,0.0341,0.000106,0.0897,0.379,0.42874550702537845,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Say a Prayer for Me,RÜFÜS DU SOL,user_library,0.71,0.49,0.821,0.675,0.11101666666666668,0.0709,0.22699999999999998,0.019,0.0765,0.551,0.40165831608757213,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
You Were Right,RÜFÜS DU SOL,user_library,0.71,0.62,0.708,0.7929999999999999,0.09043333333333334,0.0341,0.0138,0.00227,0.11800000000000001,0.735,0.4425035399193988,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Be With You,RÜFÜS DU SOL,user_library,0.71,0.42,0.7290000000000001,0.78,0.10793333333333334,0.0631,0.0113,0.00195,0.534,0.303,0.4152053153251279,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Daylight,RÜFÜS DU SOL,user_library,0.71,0.42,0.66,0.45899999999999996,0.14955,0.0294,0.308,0.000897,0.0996,0.188,0.4284663979958611,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Hypnotised,RÜFÜS DU SOL,user_library,0.71,0.47,0.708,0.636,0.15423333333333333,0.0379,0.264,0.0746,0.109,0.557,0.42865020150310423,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Tell Me,RÜFÜS DU SOL,user_library,0.71,0.43,0.677,0.737,0.12348333333333333,0.027000000000000003,0.0697,0.0537,0.35700000000000004,0.318,0.428711469338852,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Until the Sun Needs to Rise,RÜFÜS DU SOL,user_library,0.71,0.56,0.726,0.691,0.13388333333333333,0.0337,0.011000000000000001,0.292,0.0916,0.11800000000000001,0.4287659296372945,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Lose My Head,RÜFÜS DU SOL,user_library,0.71,0.44,0.772,0.6609999999999999,0.11548333333333333,0.0405,0.0148,0.38799999999999996,0.0754,0.753,0.42890208038340055,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Innerbloom,RÜFÜS DU SOL,user_library,0.71,0.64,0.7290000000000001,0.72,0.1115,0.0371,0.125,0.353,0.17800000000000002,0.0388,0.4425103474567041,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Ain't No Mountain High Enough,Marvin Gaye,user_library,0.77,0.0,0.6629999999999999,0.6,0.18116666666666664,0.032,0.43,0.0,0.184,0.8,0.4968072650038123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Cinema (feat. Gary Go) - Skrillex Remix,Benny Benassi,user_library,0.68,0.0,0.635,0.983,0.06344999999999999,0.174,0.009009999999999999,0.00799,0.0683,0.434,0.5995602330900773,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Hypnotik - Original Mix,Keys N Krates,user_library,0.56,0.0,0.617,0.77,0.11313333333333332,0.16899999999999998,0.005379999999999999,0.22899999999999998,0.157,0.447,0.6672679991286354,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Nothing But Space (feat. Aqui),Keys N Krates,user_library,0.56,0.0,0.475,0.7509999999999999,0.09965,0.033,0.156,0.48700000000000004,0.0941,0.11599999999999999,0.20388574229386774,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Blocks,Marshmello,user_library,0.88,0.5,0.555,0.8440000000000001,0.03493333333333334,0.0705,0.00016299999999999998,0.00617,0.426,0.563,0.5793418472933232,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Want U 2 (Marshmello & Slushii Remix),Marshmello,user_library,0.88,0.34,0.727,0.88,0.11074999999999999,0.0846,0.0198,0.669,0.154,0.465,0.5987501361507461,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Summer,Marshmello,user_library,0.88,0.61,0.583,0.748,0.07996666666666667,0.0292,0.00695,0.0241,0.22,0.254,0.578756399085067,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Understand Why - Original Mix,Keys N Krates,user_library,0.56,0.0,0.5710000000000001,0.71,0.10198333333333333,0.0361,0.00101,0.828,0.0644,0.228,0.5990837054787059,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Down In the DM,Yo Gotti,user_library,0.76,0.59,0.7759999999999999,0.662,0.11693333333333333,0.0489,0.00157,2.1e-05,0.0887,0.324,0.652944940638275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Keep It Mello (feat. Omar LinX),Omar LinX,user_library,0.52,0.62,0.6859999999999999,0.888,0.0558,0.0857,0.00134,0.0006889999999999999,0.0736,0.10800000000000001,0.5786610935627927,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Wombass,Tiësto,user_library,0.85,0.56,0.629,0.9079999999999999,0.09058333333333332,0.0398,0.295,0.6940000000000001,0.9390000000000001,0.35700000000000004,0.4632529136259667,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Tell Me,RL Grime,user_library,0.67,0.0,0.593,0.966,0.0475,0.0512,0.249,0.489,0.0936,0.27399999999999997,0.5652910902951749,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
I Just Can't Deny,Keys N Krates,user_library,0.56,0.0,0.579,0.9490000000000001,0.08664999999999999,0.046,0.0028399999999999996,0.875,0.0882,0.506,0.6596775950332208,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Up All Night - Slander Remix,ARTY,user_library,0.64,0.42,0.5579999999999999,0.551,0.13110000000000002,0.0417,0.0648,1.84e-05,0.11199999999999999,0.32799999999999996,0.536651780851759,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
After Life,Tchami,user_library,0.66,0.0,0.586,0.9059999999999999,0.06998333333333333,0.0428,0.000198,0.508,0.0632,0.0868,0.4695839233198998,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Handsome And Wealthy,Migos,user_library,0.82,0.58,0.858,0.665,0.04845,0.10099999999999999,0.0034799999999999996,0.0,0.094,0.237,0.6060001633808954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
About the Money (feat. Young Thug),T.I.,user_library,0.79,0.59,0.81,0.721,0.08273333333333333,0.265,0.0487,0.0,0.0886,0.552,0.30623706567912007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,user_library,0.73,0.0,0.6779999999999999,0.7829999999999999,0.07786666666666667,0.0828,0.0331,1.51e-05,0.134,0.679,0.3062574882910359,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Acquainted,The Weeknd,user_library,0.95,0.73,0.37200000000000005,0.478,0.16391666666666668,0.0503,0.48200000000000004,0.0,0.0844,0.254,0.30014431979087247,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Don't Let Me Down,The Chainsmokers,user_library,0.85,0.8,0.532,0.8690000000000001,0.08489999999999999,0.172,0.157,0.0050799999999999994,0.136,0.42200000000000004,0.6997535671495481,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Doin' it Right (feat. Panda Bear),Daft Punk,user_library,0.82,0.64,0.804,0.451,0.13678333333333334,0.0949,0.38799999999999996,2.17e-05,0.0924,0.19,0.8240455832697962,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Let You Go - Radio Edit,The Chainsmokers,user_library,0.85,0.56,0.598,0.882,0.04823333333333333,0.0954,0.27,0.0,0.0793,0.25,0.4694954253349309,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
R YOU OK,Aryay,user_library,0.3,0.28,0.473,0.647,0.07693333333333334,0.0853,0.11699999999999999,0.0789,0.0629,0.18899999999999997,0.13907798714736946,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
