track,artist,album,popularity_score,track_id,track_uri,spotify_link,preview,album_image_large,album_image_small,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,lyrics
Right Now,Anti Up,Right Now,43,1N6WOpIIxFoMW1xCRruxPY,spotify:track:1N6WOpIIxFoMW1xCRruxPY,https://open.spotify.com/track/1N6WOpIIxFoMW1xCRruxPY,https://p.scdn.co/mp3-preview/4bd73ceb91c45c52826fe112964d5a976cd95fba?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02be3f15be53f017e7df8675e9,https://i.scdn.co/image/ab67616d00004851be3f15be53f017e7df8675e9,0.81,0.885,1,-4.938,1,0.0814,0.00137,0.36,0.0404,0.634,125.998,215238,4,"don't know if it's what i smoked don't know if it's what i drank but i feel so fucking good (but i feel so fucking good) don't know if it's what i smoked don't know if it's what i drank but i feel so fucking good but i feel so fucking good but i feel so fucking good but i feel so fucking good but i feel so fucking good but i feel so fucking good but i feel so fucking good but i feel so fucking good but i feel so fucking good but i feel so fucking but i feel so fucking good but i feel so fucking good but i feel so fucking good but i feel so fucking good but i feel so fucking good but i feel so fucking good but i feel so fucking good but i feel so fucking, fucking fucking, fucking, fucking, fucking fucking, fucking, fucking, fucking fucking, fucking, fucking, fucking fucking, fucking, fucking, fucking fucking, fucking, fucking, fucking fucking, fucking, fucking, fucking fucking, fucking, fucking, fucking but i feel so fucking but i feel so fucking good but i feel so fucking good but i feel so fucking good but i feel so fucking good but i feel so fucking good but i feel so fucking good but i feel so fucking good (but i feel so fucking) (but i feel so fucking) (but i feel so fucking good) (but i feel so fucking) (but i feel so fucking) (right now) don't know if it's what i smoked don't know if it's what i drank but i feel so fucking good (but i feel so fucking good) don't know if it's what i smoked don't know if it's what i drank but i feel so fucking good but i feel so fucking good but i feel so fucking good but i feel so fucking good but i feel so fucking good but i feel so fucking good but i feel so fucking good but i feel so fucking good but i feel so fucking, fucking fucking, fucking, fucking (but i feel so fucking) (right now) (but i feel so fucking good) (but i feel so fucking good)"
Meli-Melo,Dombresky,Meli-Melo,43,0Ue8qwZjXXoZIDuWT28XIJ,spotify:track:0Ue8qwZjXXoZIDuWT28XIJ,https://open.spotify.com/track/0Ue8qwZjXXoZIDuWT28XIJ,https://p.scdn.co/mp3-preview/52716fcdd46f15536d208689b62b292e0a91005c?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02cec356978411f2b91d7f09ab,https://i.scdn.co/image/ab67616d00004851cec356978411f2b91d7f09ab,0.727,0.98,8,-6.413,0,0.23,0.148,0.258,0.355,0.588,124.002,204125,4,
Operator (Ring Ring) [feat. Dances With White Girls],Chris Lake,HOWSLA,44,4oXT61OL4mDPRXbjq2d7b1,spotify:track:4oXT61OL4mDPRXbjq2d7b1,https://open.spotify.com/track/4oXT61OL4mDPRXbjq2d7b1,https://p.scdn.co/mp3-preview/9b467da3ed759e74c9c189e37df5e590c55681fc?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02e0736c45e65d9c45736a9371,https://i.scdn.co/image/ab67616d00004851e0736c45e65d9c45736a9371,0.778,0.933,9,-5.719,1,0.214,0.00195,0.807,0.602,0.535,124.993,361070,4,"ring, ring, ring, ring... ring, ring, ring, ring... answer that call ring, ring, ring, ring...  ring, ring, goes the telephone there's no one home ring, ring, goes the telephone there's no one home (answer that call) there's no one home (answer that call) there's no one home (answer that call) there's no one home (answer that call) there's no one home ring, ring, goes the telephone there's no one home ring, ring, goes the telephone there's no one home (answer that call) there's no one home (answer that call) there's no one home (answer that call) there's no one home (answer that call) operator, we have a problem  ring, ring, goes the telephone there's no one home ring, ring, goes the telephone there's no one home (answer that call) there's no one home (answer that call) there's no one home (answer that call) there's no one home (answer that call) there's no one home ring, ring, goes the telephone there's no one home ring, ring, goes the telephone there's no one home (answer that call) there's no one home (answer that call) there's no one home operator, we have a problem  operator, we have a problem operator, we have a problem operator, we have a problem everyone's standing, no one's dancing operator, we have a problem operator, we have a problem operator, we have a problem everyone's standing, no one's dancing ring, ring, ring, ring... operator, we have a problem  ring, ring, goes the telephone there's no one home ring, ring, goes the telephone there's no one home (answer that call) there's no one home (answer that call) there's no one home (answer that call) there's no one home (answer that call) there's no one home ring, ring, goes the telephone there's no one home ring, ring, goes the telephone there's no one home (answer that call) there's no one home (answer that call) there's no one home operator, we have a problem  answer that call answer that call answer that call answer that call ring, ring, ring, ring..."
Y.O.D.O,Chris Lake,Y.O.D.O,0,2Barn1WXNrxJVLmV2s2sD6,spotify:track:2Barn1WXNrxJVLmV2s2sD6,https://open.spotify.com/track/2Barn1WXNrxJVLmV2s2sD6,,https://i.scdn.co/image/ab67616d00001e020cae93dc348d1c63452de782,https://i.scdn.co/image/ab67616d000048510cae93dc348d1c63452de782,0.813,0.658,9,-7.632,0,0.0617,0.000283,0.895,0.0701,0.664,124.023,264392,4,
Concentrate,Anti Up,Concentrate,44,5oXkfuwL7HieiHzvmWsaGo,spotify:track:5oXkfuwL7HieiHzvmWsaGo,https://open.spotify.com/track/5oXkfuwL7HieiHzvmWsaGo,https://p.scdn.co/mp3-preview/fcc9c71b13c19bdc651d7dd1b9e7079660f604ab?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e024779ac964dbb976439839b1d,https://i.scdn.co/image/ab67616d000048514779ac964dbb976439839b1d,0.851,0.866,6,-5.078,1,0.0532,0.00356,0.415,0.111,0.609,125.994,188089,4,i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate  i'm struggling to concentrate  i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate i'm struggling to concentrate  i'm struggling to concentrate
Chest,Chris Lake,Chest,17,3rdK8kG1TZAid5l2iy158R,spotify:track:3rdK8kG1TZAid5l2iy158R,https://open.spotify.com/track/3rdK8kG1TZAid5l2iy158R,https://p.scdn.co/mp3-preview/66c3a940bdde9bfec20b7b904d3489f147fd8115?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e021dbb73a13edb4f7ff92ffaf6,https://i.scdn.co/image/ab67616d000048511dbb73a13edb4f7ff92ffaf6,0.796,0.947,10,-4.886,0,0.051,0.000393,0.795,0.033,0.532,124.004,281613,4,
I Want You,Chris Lake,I Want You,55,7IM73yy9leN8ftZsOVmVTO,spotify:track:7IM73yy9leN8ftZsOVmVTO,https://open.spotify.com/track/7IM73yy9leN8ftZsOVmVTO,https://p.scdn.co/mp3-preview/710bf0d07bd0d341b0707cf608b06cee0994696c?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02284f35ec20aacd2aac2c0b21,https://i.scdn.co/image/ab67616d00004851284f35ec20aacd2aac2c0b21,0.776,0.883,11,-5.845,0,0.0712,0.00426,0.351,0.0571,0.676,125.008,248007,4,"i want you and you want me too i want you and you want me i want you and you want me too i want you and you want me i want you and you want me too (yeah) i want you and you want me (yeah) i want you and you want me too (yeah) i want you and you want me (yeah)  i want you (i want you) i want you (i want you) i want you (i want you, i want you, i want you) i want you (i want you) i want you (i want you) i want you and you want me too  i want you and you want me too (yeah) i want you and you want me too (yo) i want you and you want me too (yeah) i want you and you want me too i want you and you want me too (yeah) i want you and you want me too (yo) i want you and you want me too (yeah) i want you and you want me too (you) i want you and you want me too (yeah) i want you and you want me too (yo) i want you and you want me too (yeah) i want you and you want me too (you) i want you and you want me too (yeah) i want you and you want me too (yo) i want you and you want me too (yeah) i want you and you want me too  i want you and you want me too, i want you and you want me i want you and you want me too, i want you and you want me i want you and you want me too, i want you and you want me i want you and you want me too, i want you and you want me i want you (i want you) i want you (i want you) i want you (i want you) i want you (i want you) i want you (i want you) i want you (i want you) i want you and you want me too  (you) i want you and you want me too (yeah) i want you and you want me too (yo) i want you and you want me too (yeah) i want you and you want me too (you) i want you and you want me too (yeah) i want you and you want me too (yo) i want you and you want me too (yeah) i want you and you want me too  i want you and you want me too (yeah) i want you and you want me (yeah) (yo) i want you and you want me too (yeah) i want you and you want me (yeah) i want you and you want me too i want you and you want me (yo) i want you and you want me too i want you and you want me too"
Stay With Me,Chris Lake,Stay With Me,51,0VgtjIiWXKMxqtYnhHmQ8U,spotify:track:0VgtjIiWXKMxqtYnhHmQ8U,https://open.spotify.com/track/0VgtjIiWXKMxqtYnhHmQ8U,https://p.scdn.co/mp3-preview/275928464b0a71506de080223c6722401cb127b3?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e026355530a4ff8ccb1f303d541,https://i.scdn.co/image/ab67616d000048516355530a4ff8ccb1f303d541,0.706,0.846,6,-5.475,1,0.04,0.00653,0.161,0.0908,0.241,123.994,224577,4,"uh, i want you to stay with me  i see you wanting me do you like what you see? feel your energy watching over me let me find what you keep what you're hiding from me i could take you aside keep you safe for the night  uh, i want you to stay uh, i want you to stay uh, i want you to stay uh, i want you to stay with me  i feel you looking at me do you like what you see? feel your energy watching over me let me find what you keep what you’re hiding from me i can hear you speak that you're watching over me  uh, i want you to stay uh, i want you to stay uh, i want you to stay uh, i want you to stay"
How Deep Is Your Love - Chris Lake Remix,Calvin Harris,How Deep Is Your Love (Remixes),59,7foafyqmJYUdhGBpIusueW,spotify:track:7foafyqmJYUdhGBpIusueW,https://open.spotify.com/track/7foafyqmJYUdhGBpIusueW,https://p.scdn.co/mp3-preview/0d321abb3af15e7be277dac7840ca208b55fd699?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e022a5c891e6df21eed92fa1b16,https://i.scdn.co/image/ab67616d000048512a5c891e6df21eed92fa1b16,0.727,0.85,4,-4.991,0,0.0425,0.00224,0.00843,0.412,0.28,121.973,306227,4,"i want you to breathe me let me be your air let me roam your body freely no inhibition, no fear  how deep is your love? is it like the ocean? what devotion are you? how deep is your love? is it like nirvana? hit me harder again how deep is your love? how deep is your love? how deep is your love? how deep is your love? how deep is your love? (how deep is your love?) how deep is your love? how deep is your love?  open up my eyes and tell me who i am let me in on all your secrets no inhibition, no sin  how deep is your love? is it like the ocean? what devotion are you? how deep is your love? is it like nirvana? hit me harder again how deep is your love? how deep is your love? how deep is your love? how deep is your love? how deep is your love? how deep is your love? how deep is your love? how deep is your love? how deep is your love? how deep is your love? how deep is your love? how deep is your love? how deep is your love? how deep is your love? how deep is your love? how deep is your love?"
Favorite Song,Chance the Rapper,Acid Rap,66,1sFstGV1Z3Aw5TDFCiT7vK,spotify:track:1sFstGV1Z3Aw5TDFCiT7vK,https://open.spotify.com/track/1sFstGV1Z3Aw5TDFCiT7vK,https://p.scdn.co/mp3-preview/e994eb34cd53b94ec5a2542a5032f4c98b387bca?cid=01e5c3c39a334ae78bf5becf053ad2d5,https://i.scdn.co/image/ab67616d00001e02d95ab48a8a9de3c4a2cbfe80,https://i.scdn.co/image/ab67616d00004851d95ab48a8a9de3c4a2cbfe80,0.725,0.601,1,-9.03,1,0.377,0.0321,0.0,0.0504,0.811,155.918,185062,4,"chance, acid rapper, soccer, hacky sacker cocky khaki jacket jacker slap-happy faggot slapper, bah-bah iraqi rocket launcher shake that laffy taffy, jolly raunchy rapper dang, dang, dang, skeet, skeet, skeet she do that thing for three retweets the album feel like '92 now take that ball 'fore he three-peat chance, ho, acid, cruising on that lsd asked joseph about my deal he looked back said, ""hell yeah, let's eat""  this shit my favorite song, you just don't know the words but i still fuck with you, you just ain't never heard it go like, count that stack, pop that cap then down that jack all my niggas hit that xan, and all my ladies bob that back this my jam, this my jam, this my jam, this my jam i'm 'bout that jam, i'm 'bout that jam, i'm 'bout that jam, i'm 'bout that jam this my jam, this my jam, this my jam, this my jam i'm 'bout that jam, i'm 'bout that jam, i'm 'bout that jam, i'm bout that jam  young rascal flatts, young ass kid ass could rap fuck all the faculty, tobacco-packing acrobat back-to-back packin' bags back and forth with fifths of jack and fourths of weed, i'm back to pack on hands with young cletus to pat my back real nigga with a nose ring, that's right just here to rap them songs rag on my hair, wrap weed in vegas, rockin' vagabonds sang a song, oh, you don't know? what? well, i still bang with you hang with you, sip drank with you as long as i can sang with you like  this shit my favorite song, you just don't know the words but i still fuck with you, you just ain't never heard it go like, count that stack, pop that cap then down that jack all my niggas hit that xan, and all my ladies bob that back this my jam, this my jam, this my jam, this my jam i'm 'bout that jam, i'm 'bout that jam, i'm 'bout that jam, i'm 'bout that jam this my jam, this my jam, this my jam, this my jam i'm 'bout that jam, i'm 'bout that jam, i'm 'bout that jam, i'm bout that jam  niggas, please be focused, that bino, you know this he rep the home of sosas, you know i'm from that zone 6 you know i rep that stone shit, you know your hood is so clit as god as my witness, this will smith spit real shit i'ma be that, cg busy gettin', where the weed at? bought your girl some new kneepads you're fuckin' with the fifi bag my stars, egad, she said, ""this my favorite song"" ""hold my purse"", now she on the floor, droppin' like it's hot you blast this shit in abercrombie when your work is finished your mom won't play it in the car 'cause it got cursing in it your boy like, ""i'm the one who showed you"" he want his percentage 'cause you were like, ""this ain't the nigga you said spittin', is it?"" two-step, white dude's harlem shake why you laughing? 'cause you harlem shake i was never fake, i was just too good to be true that's acid rap, we killed the track you had your chance, and 'bino too, ooh  this shit my favorite song, you just don't know the words but i still fuck with you, you just ain't never heard it go like, count that stack, pop that cap then down that jack all my niggas hit that xan, and all my ladies bob that back this my jam, this my jam, this my jam, this my jam i'm 'bout that jam, i'm 'bout that jam, i'm 'bout that jam, i'm 'bout that jam this my jam, this my jam, this my jam, this my jam i'm 'bout that jam, i'm 'bout that jam, i'm 'bout that jam, i'm bout that jam"
