track,artist,data_type,popularity_artist,popularity_song,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mode,key,time_signature,release_date,alternative,baltic_slavic,bluegrass,blues,celtic,country,dance,disco,edm,electro,english,folk,germanic,hip hop,house,jam band,jazz,other,piano,pop,psychedelic,punk,r&b,rap,reggae,rock,romance,soul,south_american,swing,techno,trance
Ooh Ahh (My Life Be Like) (feat. Toby Mac),Grits,user_library,59,72.0,0.757,0.862,-3.519,0.0695,0.114,0.000192,0.285,0.823,99.021,1,2,4,2002-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skank N Flex (w/ Scrufizzer),Wax Motif,user_library,56,53.0,0.968,0.87,-4.805,0.123,0.00416,0.00628,0.0789,0.567,130.052,1,9,4,2020-02-19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.L.R. (feat. Young Roddy & Smoke DZA),Curren$y,user_library,68,25.0,0.526,0.871,-5.534,0.358,0.0253,0.0,0.116,0.434,153.402,0,5,4,2012-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Dogfight,Jay Robinson,user_library,41,5.0,0.809,0.808,-7.948,0.096,0.00438,0.624,0.054,0.604,127.001,0,7,4,2016-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghosts (feat. Hana),Tchami,user_library,66,37.0,0.679,0.87,-10.264,0.0419,0.00664,0.853,0.0579,0.76,124.002,1,6,4,2020-02-25,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Made In France (with Tchami & Malaa, feat. Mercer) - Wax Motif Remix",DJ Snake,user_library,81,42.0,0.666,0.985,-5.858,0.0701,0.0697,0.709,0.0941,0.348,124.992,0,1,4,2020-01-31,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",Future,user_library,91,66.0,0.81,0.566,-8.33,0.433,0.107,0.0,0.122,0.582,142.069,1,5,4,2020-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Life Is Good (feat. Drake),Future,user_library,91,85.0,0.676,0.609,-5.831,0.481,0.0706,0.0,0.152,0.508,142.037,0,2,4,2020-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
If I Die Young,The Band Perry,user_library,62,68.0,0.606,0.497,-6.611,0.0277,0.348,0.0,0.275,0.362,130.739,1,4,4,2010-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
How's Your Evening So Far - Chris Lake Remix,Chris Lake,user_library,67,0.0,0.742,0.943,-5.391,0.14,0.0687,0.572,0.511,0.0598,126.011,0,4,4,2020-02-21,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Your Love (Déjà Vu),Glass Animals,user_library,80,64.0,0.854,0.671,-7.158,0.0543,0.019,0.383,0.105,0.631,107.994,1,7,4,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Esperar Pra Ver,Poolside,user_library,67,56.0,0.783,0.7,-7.862,0.0367,0.0329,0.249,0.0888,0.846,99.991,0,6,4,2017-02-27,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Glimmer,Tame Impala,user_library,82,57.0,0.673,0.627,-8.469,0.0377,0.136,0.424,0.366,0.761,117.911,0,5,4,2020-02-14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
One More Hour,Tame Impala,user_library,82,58.0,0.647,0.398,-8.63,0.0283,0.108,0.107,0.148,0.32,102.029,1,4,4,2020-02-14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
It Might Be Time,Tame Impala,user_library,82,65.0,0.585,0.781,-3.808,0.0457,0.021,0.000187,0.627,0.336,115.946,1,2,4,2020-02-14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Is It True,Tame Impala,user_library,82,72.0,0.731,0.664,-5.474,0.0302,0.00307,0.35,0.133,0.661,118.018,1,0,4,2020-02-14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lost In Yesterday,Tame Impala,user_library,82,73.0,0.569,0.84,-4.123,0.118,0.0295,0.000118,0.0995,0.749,183.059,1,1,3,2020-02-14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
On Track,Tame Impala,user_library,82,60.0,0.388,0.648,-5.578,0.038,0.116,4.19e-06,0.082,0.112,163.861,1,2,4,2020-02-14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tomorrow's Dust,Tame Impala,user_library,82,59.0,0.616,0.804,-5.568,0.0427,0.0124,0.0998,0.553,0.627,99.002,1,0,4,2020-02-14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Breathe Deeper,Tame Impala,user_library,82,70.0,0.664,0.848,-4.51,0.0322,0.0245,0.000127,0.172,0.502,104.998,0,11,4,2020-02-14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Posthumous Forgiveness,Tame Impala,user_library,82,66.0,0.367,0.613,-5.646,0.0297,0.0508,0.00171,0.282,0.0966,153.978,1,7,4,2020-02-14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Borderline,Tame Impala,user_library,82,80.0,0.621,0.873,-3.067,0.0369,0.0406,9.1e-06,0.0824,0.873,97.96,0,5,4,2020-02-14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Instant Destiny,Tame Impala,user_library,82,60.0,0.381,0.829,-4.564,0.0598,0.0226,0.000274,0.402,0.509,165.935,1,10,4,2020-02-14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
One More Year,Tame Impala,user_library,82,62.0,0.602,0.88,-5.414,0.0354,0.057,0.46,0.284,0.493,114.009,1,1,4,2020-02-14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Texas Sun,Khruangbin,user_library,73,73.0,0.635,0.631,-10.007,0.0343,0.0378,0.138,0.0997,0.619,111.563,1,7,4,2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Oh Girl,The Chi-Lites,user_library,49,44.0,0.422,0.486,-9.866,0.0282,0.296,0.0,0.108,0.53,134.587,0,0,4,2006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Runaway,Kanye West,user_library,91,74.0,0.374,0.568,-3.825,0.109,0.219,0.00219,0.513,0.111,84.733,0,1,4,2010-11-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Many Men (Wish Death),50 Cent,user_library,85,68.0,0.653,0.826,-2.93,0.354,0.0153,0.00146,0.131,0.416,108.52,0,6,5,2003-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
We like to Party! (The Vengabus),Vengaboys,user_library,68,4.0,0.785,0.931,-4.813,0.0465,0.0148,0.637,0.0459,0.969,135.986,1,8,4,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Box,Roddy Ricch,user_library,89,89.0,0.896,0.586,-6.687,0.0559,0.104,0.0,0.79,0.642,116.971,0,10,4,2019-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Stan,Eminem,user_library,94,78.0,0.78,0.768,-4.325,0.238,0.0371,2.34e-06,0.518,0.507,80.063,0,6,4,2000-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Heart On Ice,Rod Wave,user_library,79,77.0,0.733,0.389,-8.468,0.0738,0.0513,0.0,0.141,0.244,157.878,0,10,3,2019-06-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Where Is My Mind?,Trampled by Turtles,user_library,58,52.0,0.523,0.482,-6.646,0.0245,0.612,0.0103,0.264,0.283,79.581,1,4,4,2011-10-07,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Like This,Dombresky,user_library,56,30.0,0.787,0.856,-4.471,0.0583,0.00467,0.899,0.245,0.908,125.009,0,10,4,2019-05-10,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No New Friends - Dombresky Remix,Sia,user_library,90,44.0,0.852,0.833,-4.535,0.0657,0.0264,0.812,0.0953,0.553,125.009,1,9,4,2019-05-16,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Futurmastic,Dombresky,user_library,56,46.0,0.709,0.788,-7.142,0.0344,0.00989,0.827,0.0882,0.672,125.005,0,7,4,2018-10-19,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Utopia,Dombresky,user_library,56,47.0,0.754,0.833,-5.143,0.0428,0.00338,0.54,0.0666,0.105,126.031,0,10,4,2016-10-11,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Griztronics,GRiZ,user_library,64,63.0,0.607,0.941,-3.807,0.481,0.037,0.0137,0.321,0.521,75.401,0,11,4,2019-08-14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rich Girl,Lake Street Dive,user_library,64,61.0,0.679,0.592,-6.915,0.179,0.172,3.07e-05,0.164,0.595,85.851,0,6,4,2012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Follow God,Kanye West,user_library,91,74.0,0.529,0.9,-3.503,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,1,1,4,2019-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,user_library,93,85.0,0.76,0.479,-5.574,0.0466,0.556,0.0,0.0703,0.913,89.911,1,2,4,2018-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Feeling Awake,AC Slater,user_library,55,26.0,0.849,0.833,-5.585,0.0409,0.027,0.0745,0.0617,0.507,124.001,0,2,4,2019-09-27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
On God,Kanye West,user_library,91,63.0,0.41,0.886,-4.413,0.155,0.0671,0.0,0.461,0.393,72.577,0,9,4,2019-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tokyo Drifting (with Denzel Curry),Glass Animals,user_library,80,67.0,0.708,0.496,-8.175,0.0496,0.0816,0.000109,0.102,0.412,128.914,0,8,4,2019-11-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Without Me - ILLENIUM Remix,Halsey,user_library,89,60.0,0.639,0.71,-3.358,0.0479,0.483,2.22e-06,0.219,0.373,136.004,1,6,4,2018-11-30,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Without Me,Halsey,user_library,89,82.0,0.752,0.488,-7.05,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,1,6,4,2018-10-04,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rushing Back - Petit Biscuit Remix,Flume,user_library,76,56.0,0.62,0.6,-8.943,0.174,0.319,0.00458,0.0826,0.119,135.985,1,0,4,2019-10-23,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Heard 'Em Say,Kanye West,user_library,91,64.0,0.744,0.696,-8.313,0.162,0.0535,0.0454,0.128,0.563,95.07,0,7,4,2005-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Canal St. (feat. Bones),A$AP Rocky,user_library,85,66.0,0.696,0.583,-9.351,0.301,0.308,0.0,0.0964,0.524,137.079,0,3,4,2015-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
lovers’ carvings,Bibio,user_library,60,57.0,0.558,0.47,-5.5,0.0316,0.68,0.914,0.532,0.427,118.06,1,7,4,2009-06-22,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HIGHEST IN THE ROOM,Travis Scott,user_library,94,88.0,0.598,0.427,-8.764,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,0,7,4,2019-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Come Together - 2019 Mix,The Beatles,user_library,88,55.0,0.536,0.36,-10.973,0.0408,0.0823,0.167,0.0996,0.147,164.891,0,9,4,2019-09-27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Rose Golden,Kid Cudi,user_library,90,64.0,0.594,0.762,-7.951,0.0899,0.426,0.0,0.085,0.588,139.932,0,9,4,2016-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Don't You Worry Child - Radio Edit,Swedish House Mafia,user_library,69,78.0,0.612,0.84,-3.145,0.0509,0.112,0.0,0.116,0.438,129.042,0,11,4,2012-09-14,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Roll Up,AC Slater,user_library,55,13.0,0.802,0.93,-6.73,0.087,0.00249,0.769,0.0861,0.375,126.993,1,6,4,2014-04-07,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Static Theory,Wax Motif,user_library,56,38.0,0.755,0.83,-6.34,0.124,0.104,0.66,0.0872,0.74,128.052,0,8,4,2019-01-16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heat,Ephwurd,user_library,47,32.0,0.723,0.959,-1.682,0.073,0.00619,0.477,0.253,0.145,128.035,1,1,4,2019-06-10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hi8 Intro,AC Slater,user_library,55,11.0,0.404,0.563,-9.193,0.0453,0.706,0.205,0.159,0.338,128.041,1,11,4,2019-09-27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Behaviour,AC Slater,user_library,55,35.0,0.781,0.967,-6.327,0.0711,0.0186,0.00503,0.137,0.827,128.012,1,11,4,2019-09-27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Final Fantasy - Original Mix,AC Slater,user_library,55,39.0,0.893,0.647,-5.929,0.0575,0.0234,0.000164,0.0996,0.293,127.951,0,11,4,2019-09-27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ready To Pop Off,AC Slater,user_library,55,26.0,0.91,0.883,-6.05,0.0594,0.00175,0.124,0.0586,0.557,128.002,1,7,4,2019-09-27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laid Off,AC Slater,user_library,55,40.0,0.919,0.831,-7.477,0.0635,0.00234,0.203,0.0939,0.392,128.045,1,10,4,2019-09-27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Attitude,AC Slater,user_library,55,28.0,0.942,0.926,-6.45,0.107,0.00707,0.0101,0.232,0.735,128.012,1,11,4,2019-09-27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boss Like That,AC Slater,user_library,55,18.0,0.815,0.801,-6.081,0.164,0.00196,0.435,0.0798,0.542,130.021,0,11,4,2019-09-27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complete Control,AC Slater,user_library,55,21.0,0.84,0.943,-6.105,0.0807,0.00373,0.0411,0.193,0.909,127.985,0,9,4,2019-09-27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
To The Top,AC Slater,user_library,55,22.0,0.802,0.918,-7.106,0.0445,0.000255,0.848,0.0675,0.367,127.01,1,9,4,2019-09-27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Every Pigeon is a Dove,AC Slater,user_library,55,17.0,0.867,0.638,-6.949,0.056,0.0113,0.668,0.0912,0.553,128.014,1,2,4,2019-09-27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Give Love,AC Slater,user_library,55,18.0,0.873,0.803,-4.871,0.0795,0.0623,0.792,0.346,0.621,126.011,0,0,4,2019-09-27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Take It,Dom Dolla,user_library,64,65.0,0.851,0.742,-6.126,0.0377,0.0259,0.256,0.111,0.236,123.033,1,0,4,2018-07-27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Six Shooter,SNBRN,user_library,61,0.0,0.686,0.77,-8.538,0.0516,0.0167,0.899,0.084,0.511,124.022,1,2,4,2018-03-16,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Role Models,Walker & Royce,user_library,49,48.0,0.705,0.531,-8.391,0.0337,0.0282,0.0132,0.221,0.143,125.992,1,7,4,2017-10-20,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Such Great Heights,The Postal Service,user_library,58,6.0,0.649,0.814,-8.447,0.047,0.00918,0.243,0.0672,0.198,174.975,1,5,4,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
My Own Thang,Walker & Royce,user_library,49,46.0,0.956,0.398,-8.748,0.168,0.00595,0.00129,0.0968,0.391,125.007,1,1,4,2017-10-20,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Running on Empty,Jackson Browne,user_library,66,1.0,0.531,0.948,-5.438,0.0568,0.006,0.0117,0.694,0.498,136.891,1,9,4,1977-12-06,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Too Much in Common,Dombresky,user_library,56,29.0,0.747,0.889,-5.995,0.0896,0.0523,0.000496,0.12,0.503,125.957,1,8,4,2016-09-08,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Club Music,LUCATI,user_library,38,0.0,0.818,0.557,-8.209,0.122,0.00356,0.849,0.539,0.0781,123.969,0,6,4,2019-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U Got 2,AC Slater,user_library,55,32.0,0.786,0.88,-6.197,0.0672,0.00487,0.81,0.152,0.924,126.006,1,0,4,2015-08-07,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Get That,Anti Up,user_library,43,32.0,0.912,0.79,-6.83,0.0667,0.00067,0.779,0.0633,0.623,124.0,1,8,4,2018-11-30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friday,Anti Up,user_library,43,27.0,0.798,0.656,-8.315,0.0506,0.00907,0.801,0.101,0.0386,123.988,0,6,4,2018-11-30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hey Pablo,Anti Up,user_library,43,52.0,0.805,0.943,-6.503,0.0563,0.000749,0.868,0.679,0.856,126.0,0,11,4,2018-11-30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Right Now,Anti Up,user_library,43,42.0,0.81,0.885,-4.938,0.0814,0.00137,0.36,0.0404,0.634,125.998,1,1,4,2019-08-09,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meli-Melo,Dombresky,user_library,56,41.0,0.727,0.98,-6.413,0.23,0.148,0.258,0.355,0.588,124.002,0,8,4,2019-08-08,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Operator (Ring Ring) [feat. Dances With White Girls],Chris Lake,user_library,67,41.0,0.778,0.933,-5.719,0.214,0.00195,0.807,0.602,0.535,124.993,1,9,4,2017-05-05,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Y.O.D.O,Chris Lake,user_library,67,0.0,0.813,0.658,-7.632,0.0617,0.000283,0.895,0.0701,0.664,124.023,0,9,4,2018-07-13,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Concentrate,Anti Up,user_library,43,42.0,0.851,0.866,-5.078,0.0532,0.00356,0.415,0.111,0.609,125.994,1,6,4,2019-03-29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chest,Chris Lake,user_library,67,15.0,0.796,0.947,-4.886,0.051,0.000393,0.795,0.033,0.532,124.004,0,10,4,2015-02-24,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I Want You,Chris Lake,user_library,67,54.0,0.776,0.883,-5.845,0.0712,0.00426,0.351,0.0571,0.676,125.008,0,11,4,2017-03-22,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Stay With Me,Chris Lake,user_library,67,49.0,0.706,0.846,-5.475,0.04,0.00653,0.161,0.0908,0.241,123.994,1,6,4,2019-05-24,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
How Deep Is Your Love - Chris Lake Remix,Calvin Harris,user_library,87,58.0,0.727,0.85,-4.991,0.0425,0.00224,0.00843,0.412,0.28,121.973,0,4,4,2015-08-07,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Favorite Song,Chance the Rapper,user_library,85,64.0,0.725,0.601,-9.03,0.377,0.0321,0.0,0.0504,0.811,155.918,1,1,4,2013-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Dream Dream Dream,Madeon,user_library,64,43.0,0.372,0.555,-6.509,0.0332,0.13,1.26e-06,0.181,0.192,64.913,1,4,4,2019-07-10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tough Love - Tiësto Remix,Avicii,user_library,84,44.0,0.656,0.906,-3.425,0.0494,0.00267,2.54e-05,0.353,0.592,127.017,1,8,4,2019-06-14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
With All The World,Khruangbin,user_library,73,42.0,0.393,0.362,-11.86,0.0442,0.0924,0.837,0.068,0.419,85.22,1,6,4,2019-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sisters & Brothers,Khruangbin,user_library,73,35.0,0.743,0.419,-14.707,0.118,0.00183,0.88,0.12,0.785,81.905,1,7,4,2019-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mary Always,Khruangbin,user_library,73,42.0,0.774,0.692,-10.295,0.0836,0.00452,0.887,0.757,0.732,103.745,0,6,4,2019-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Four of Five,Khruangbin,user_library,73,41.0,0.681,0.328,-13.03,0.12,0.177,0.887,0.137,0.685,82.243,1,7,4,2019-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
How I Love,Khruangbin,user_library,73,41.0,0.554,0.147,-17.459,0.0476,0.378,0.891,0.269,0.372,126.037,1,7,4,2019-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
